piece	acte	scene	replique	PHILINTE	ALCESTE	ORONTE	CÉLIMÈNE	BASQUE	ÉLIANTE	ACASTE	CLITANDRE	GARDE	ARSINOÉ	DU BOIS
LE MISANTHROPE ou L'ATRABILAIRE AMOUREUX, COMÉDIE	IV	IV	426	0	1	0	1	0	0	0	0	0	0	1
LE MISANTHROPE ou L'ATRABILAIRE AMOUREUX, COMÉDIE	IV	IV	427	0	1	0	1	0	0	0	0	0	0	1
LE MISANTHROPE ou L'ATRABILAIRE AMOUREUX, COMÉDIE	IV	IV	428	0	1	0	1	0	0	0	0	0	0	1
LE MISANTHROPE ou L'ATRABILAIRE AMOUREUX, COMÉDIE	IV	IV	429	0	1	0	1	0	0	0	0	0	0	1
LE MISANTHROPE ou L'ATRABILAIRE AMOUREUX, COMÉDIE	IV	IV	430	0	1	0	1	0	0	0	0	0	0	1
LE MISANTHROPE ou L'ATRABILAIRE AMOUREUX, COMÉDIE	IV	IV	431	0	1	0	1	0	0	0	0	0	0	1
LE MISANTHROPE ou L'ATRABILAIRE AMOUREUX, COMÉDIE	IV	IV	432	0	1	0	1	0	0	0	0	0	0	1
LE MISANTHROPE ou L'ATRABILAIRE AMOUREUX, COMÉDIE	IV	IV	433	0	1	0	1	0	0	0	0	0	0	1
LE MISANTHROPE ou L'ATRABILAIRE AMOUREUX, COMÉDIE	IV	IV	434	0	1	0	1	0	0	0	0	0	0	1
LE MISANTHROPE ou L'ATRABILAIRE AMOUREUX, COMÉDIE	IV	IV	435	0	1	0	1	0	0	0	0	0	0	1
LE MISANTHROPE ou L'ATRABILAIRE AMOUREUX, COMÉDIE	IV	IV	436	0	1	0	1	0	0	0	0	0	0	1
LE MISANTHROPE ou L'ATRABILAIRE AMOUREUX, COMÉDIE	IV	IV	437	0	1	0	1	0	0	0	0	0	0	1
LE MISANTHROPE ou L'ATRABILAIRE AMOUREUX, COMÉDIE	IV	IV	438	0	1	0	1	0	0	0	0	0	0	1
LE MISANTHROPE ou L'ATRABILAIRE AMOUREUX, COMÉDIE	IV	IV	439	0	1	0	1	0	0	0	0	0	0	1
LE MISANTHROPE ou L'ATRABILAIRE AMOUREUX, COMÉDIE	V	I	440	1	1	0	0	0	0	0	0	0	0	0
LE MISANTHROPE ou L'ATRABILAIRE AMOUREUX, COMÉDIE	V	I	441	1	1	0	0	0	0	0	0	0	0	0
LE MISANTHROPE ou L'ATRABILAIRE AMOUREUX, COMÉDIE	V	I	442	1	1	0	0	0	0	0	0	0	0	0
LE MISANTHROPE ou L'ATRABILAIRE AMOUREUX, COMÉDIE	V	I	443	1	1	0	0	0	0	0	0	0	0	0
LE MISANTHROPE ou L'ATRABILAIRE AMOUREUX, COMÉDIE	V	I	444	1	1	0	0	0	0	0	0	0	0	0
LE MISANTHROPE ou L'ATRABILAIRE AMOUREUX, COMÉDIE	V	I	445	1	1	0	0	0	0	0	0	0	0	0
LE MISANTHROPE ou L'ATRABILAIRE AMOUREUX, COMÉDIE	V	I	446	1	1	0	0	0	0	0	0	0	0	0
LE MISANTHROPE ou L'ATRABILAIRE AMOUREUX, COMÉDIE	V	I	447	1	1	0	0	0	0	0	0	0	0	0
LE MISANTHROPE ou L'ATRABILAIRE AMOUREUX, COMÉDIE	V	I	448	1	1	0	0	0	0	0	0	0	0	0
LE MISANTHROPE ou L'ATRABILAIRE AMOUREUX, COMÉDIE	V	I	449	1	1	0	0	0	0	0	0	0	0	0
LE MISANTHROPE ou L'ATRABILAIRE AMOUREUX, COMÉDIE	V	I	450	1	1	0	0	0	0	0	0	0	0	0
LE MISANTHROPE ou L'ATRABILAIRE AMOUREUX, COMÉDIE	V	I	451	1	1	0	0	0	0	0	0	0	0	0
LE MISANTHROPE ou L'ATRABILAIRE AMOUREUX, COMÉDIE	V	I	452	1	1	0	0	0	0	0	0	0	0	0
LE MISANTHROPE ou L'ATRABILAIRE AMOUREUX, COMÉDIE	V	I	453	1	1	0	0	0	0	0	0	0	0	0
LE MISANTHROPE ou L'ATRABILAIRE AMOUREUX, COMÉDIE	V	II	454	0	1	1	1	0	0	0	0	0	0	0
LE MISANTHROPE ou L'ATRABILAIRE AMOUREUX, COMÉDIE	V	II	455	0	1	1	1	0	0	0	0	0	0	0
LE MISANTHROPE ou L'ATRABILAIRE AMOUREUX, COMÉDIE	V	II	456	0	1	1	1	0	0	0	0	0	0	0
LE MISANTHROPE ou L'ATRABILAIRE AMOUREUX, COMÉDIE	V	II	457	0	1	1	1	0	0	0	0	0	0	0
LE MISANTHROPE ou L'ATRABILAIRE AMOUREUX, COMÉDIE	V	II	458	0	1	1	1	0	0	0	0	0	0	0
LE MISANTHROPE ou L'ATRABILAIRE AMOUREUX, COMÉDIE	V	II	459	0	1	1	1	0	0	0	0	0	0	0
LE MISANTHROPE ou L'ATRABILAIRE AMOUREUX, COMÉDIE	V	II	460	0	1	1	1	0	0	0	0	0	0	0
LE MISANTHROPE ou L'ATRABILAIRE AMOUREUX, COMÉDIE	V	II	461	0	1	1	1	0	0	0	0	0	0	0
LE MISANTHROPE ou L'ATRABILAIRE AMOUREUX, COMÉDIE	V	II	462	0	1	1	1	0	0	0	0	0	0	0
LE MISANTHROPE ou L'ATRABILAIRE AMOUREUX, COMÉDIE	V	II	463	0	1	1	1	0	0	0	0	0	0	0
LE MISANTHROPE ou L'ATRABILAIRE AMOUREUX, COMÉDIE	V	II	464	0	1	1	1	0	0	0	0	0	0	0
LE MISANTHROPE ou L'ATRABILAIRE AMOUREUX, COMÉDIE	V	II	465	0	1	1	1	0	0	0	0	0	0	0
LE MISANTHROPE ou L'ATRABILAIRE AMOUREUX, COMÉDIE	V	II	466	0	1	1	1	0	0	0	0	0	0	0
LE MISANTHROPE ou L'ATRABILAIRE AMOUREUX, COMÉDIE	V	II	467	0	1	1	1	0	0	0	0	0	0	0
LE MISANTHROPE ou L'ATRABILAIRE AMOUREUX, COMÉDIE	V	II	468	0	1	1	1	0	0	0	0	0	0	0
LE MISANTHROPE ou L'ATRABILAIRE AMOUREUX, COMÉDIE	V	II	469	0	1	1	1	0	0	0	0	0	0	0
LE MISANTHROPE ou L'ATRABILAIRE AMOUREUX, COMÉDIE	V	II	470	0	1	1	1	0	0	0	0	0	0	0
LE MISANTHROPE ou L'ATRABILAIRE AMOUREUX, COMÉDIE	V	II	471	0	1	1	1	0	0	0	0	0	0	0
LE MISANTHROPE ou L'ATRABILAIRE AMOUREUX, COMÉDIE	V	II	472	0	1	1	1	0	0	0	0	0	0	0
LE MISANTHROPE ou L'ATRABILAIRE AMOUREUX, COMÉDIE	V	II	473	0	1	1	1	0	0	0	0	0	0	0
LE MISANTHROPE ou L'ATRABILAIRE AMOUREUX, COMÉDIE	V	II	474	0	1	1	1	0	0	0	0	0	0	0
LE MISANTHROPE ou L'ATRABILAIRE AMOUREUX, COMÉDIE	V	III	475	1	1	1	1	0	1	0	0	0	0	0
LE MISANTHROPE ou L'ATRABILAIRE AMOUREUX, COMÉDIE	V	III	476	1	1	1	1	0	1	0	0	0	0	0
LE MISANTHROPE ou L'ATRABILAIRE AMOUREUX, COMÉDIE	V	III	477	1	1	1	1	0	1	0	0	0	0	0
LE MISANTHROPE ou L'ATRABILAIRE AMOUREUX, COMÉDIE	V	III	478	1	1	1	1	0	1	0	0	0	0	0
LE MISANTHROPE ou L'ATRABILAIRE AMOUREUX, COMÉDIE	V	III	479	1	1	1	1	0	1	0	0	0	0	0
LE MISANTHROPE ou L'ATRABILAIRE AMOUREUX, COMÉDIE	V	III	480	1	1	1	1	0	1	0	0	0	0	0
LE MISANTHROPE ou L'ATRABILAIRE AMOUREUX, COMÉDIE	V	III	481	1	1	1	1	0	1	0	0	0	0	0
LE MISANTHROPE ou L'ATRABILAIRE AMOUREUX, COMÉDIE	V	III	482	1	1	1	1	0	1	0	0	0	0	0
LE MISANTHROPE ou L'ATRABILAIRE AMOUREUX, COMÉDIE	V	IV	483	1	1	1	1	0	1	1	1	0	1	0
LE MISANTHROPE ou L'ATRABILAIRE AMOUREUX, COMÉDIE	V	IV	484	1	1	1	1	0	1	1	1	0	1	0
LE MISANTHROPE ou L'ATRABILAIRE AMOUREUX, COMÉDIE	V	IV	485	1	1	1	1	0	1	1	1	0	1	0
LE MISANTHROPE ou L'ATRABILAIRE AMOUREUX, COMÉDIE	V	IV	486	1	1	1	1	0	1	1	1	0	1	0
LE MISANTHROPE ou L'ATRABILAIRE AMOUREUX, COMÉDIE	V	IV	487	1	1	1	1	0	1	1	1	0	1	0
LE MISANTHROPE ou L'ATRABILAIRE AMOUREUX, COMÉDIE	V	IV	488	1	1	1	1	0	1	1	1	0	1	0
LE MISANTHROPE ou L'ATRABILAIRE AMOUREUX, COMÉDIE	V	IV	489	1	1	1	1	0	1	1	1	0	1	0
LE MISANTHROPE ou L'ATRABILAIRE AMOUREUX, COMÉDIE	V	IV	490	1	1	1	1	0	1	1	1	0	1	0
LE MISANTHROPE ou L'ATRABILAIRE AMOUREUX, COMÉDIE	V	IV	491	1	1	1	1	0	1	1	1	0	1	0
LE MISANTHROPE ou L'ATRABILAIRE AMOUREUX, COMÉDIE	V	IV	492	1	1	1	1	0	1	1	1	0	1	0
LE MISANTHROPE ou L'ATRABILAIRE AMOUREUX, COMÉDIE	V	IV	493	1	1	1	1	0	1	1	1	0	1	0
LE MISANTHROPE ou L'ATRABILAIRE AMOUREUX, COMÉDIE	V	IV	494	1	1	1	1	0	1	1	1	0	1	0
LE MISANTHROPE ou L'ATRABILAIRE AMOUREUX, COMÉDIE	V	IV	495	1	1	1	1	0	1	1	1	0	1	0
LE MISANTHROPE ou L'ATRABILAIRE AMOUREUX, COMÉDIE	V	IV	496	1	1	1	1	0	1	1	1	0	1	0
LE MISANTHROPE ou L'ATRABILAIRE AMOUREUX, COMÉDIE	V	IV	497	1	1	1	1	0	1	1	1	0	1	0
LE MISANTHROPE ou L'ATRABILAIRE AMOUREUX, COMÉDIE	V	IV	498	1	1	1	1	0	1	1	1	0	1	0
LE MISANTHROPE ou L'ATRABILAIRE AMOUREUX, COMÉDIE	V	IV	499	1	1	1	1	0	1	1	1	0	1	0
LE MISANTHROPE ou L'ATRABILAIRE AMOUREUX, COMÉDIE	V	IV	500	1	1	1	1	0	1	1	1	0	1	0
LE MISANTHROPE ou L'ATRABILAIRE AMOUREUX, COMÉDIE	V	IV	501	1	1	1	1	0	1	1	1	0	1	0
LE MISANTHROPE ou L'ATRABILAIRE AMOUREUX, COMÉDIE	V	IV	502	1	1	1	1	0	1	1	1	0	1	0
LE MISANTHROPE ou L'ATRABILAIRE AMOUREUX, COMÉDIE	V	IV	503	1	1	1	1	0	1	1	1	0	1	0
LE MISANTHROPE ou L'ATRABILAIRE AMOUREUX, COMÉDIE	V	IV	504	1	1	1	1	0	1	1	1	0	1	0
LE MISANTHROPE ou L'ATRABILAIRE AMOUREUX, COMÉDIE	V	IV	505	1	1	1	1	0	1	1	1	0	1	0
