piece	acte	scene	replique	id	nom	texte	didascalie
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	III	I	455	SGANARELLE	SGANARELLE	Non, vous dis-je, ils m'ont fait médecin malgré mes dents. Je ne m'étais jamais mêlé d'être si savant que cela : et toutes mes études n'ont été que jusqu'en sixième. Je ne sais point sur quoi cette imagination leur est venue : mais quand j'ai vu qu'à toute force ils voulaient que je fusse médecin, je me suis résolu de l'être, aux dépens de qui il appartiendra. Cependant, vous ne sauriez croire comment l'erreur s'est répandue : et de quelle façon, chacun est endiablé à me croire habile homme. On me vient chercher de tous les côtés : et si les choses vont toujours de même, je suis d'avis de m'en tenir, toute ma vie, à la médecine. Je trouve que c'est le métier le meilleur de tous : car soi qu'on fasse bien, ou soit qu'on fasse mal, on est toujours payé de même sorte. La méchante besogne ne retombe jamais sur notre dos ; et nous taillons, comme il nous plaît, sur l'étoffe où nous travaillons. Un cordonnier en faisant des souliers, ne saurait gâter un morceau de cuir qu'il n'en paye les pots cassés ; mais ici l'on peut gâter un homme, sans qu'il en coûte rien. Les bévues ne sont point pour nous : et c'est toujours la faute de celui qui meurt. Enfin le bon de cette profession, est qu'il y a parmi les morts, une honnêteté, une discrétion la plus grande du monde : et jamais on n'en voit se plaindre du médecin qui l'a tué.	
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	III	I	456	LÉANDRE	LÉANDRE	Il est vrai que les morts sont fort honnêtes gens, sur cette matière.	
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	III	I	457	SGANARELLE	SGANARELLE, voyant des hommes qui viennent vers lui	Voilà des gens qui ont la mine de me venir consulter. Allez toujours m'attendre auprès du logis de votre maîtresse.	
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	III	II	458	THIBAUT	THIBAUT	Monsieu, je venons vous charcher, mon fils Perrin et moi.	
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	III	II	459	SGANARELLE	SGANARELLE	Qu'y a-t-il ?	
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	III	II	460	THIBAUT	THIBAUT	Sa pauvre mère, qui a nom Parette, est dans un lit, malade, il y a six mois.	
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	III	II	461	SGANARELLE	SGANARELLE, tendant la main, comme pour recevoir de l'argent	Que voulez-vous que j'y fasse ?	
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	III	II	462	THIBAUT	THIBAUT	Je voudrions, Monsieu, que vous nous baillissiez quelque petite drôlerie pour la garir.	
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	III	II	463	SGANARELLE	SGANARELLE	Il faut voir de quoi est-ce qu'elle est malade.	
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	III	II	464	THIBAUT	THIBAUT	Alle est malade d'hypocrisie, Monsieu.	
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	III	II	465	SGANARELLE	SGANARELLE	D'hypocrisie ?	
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	III	II	466	THIBAUT	THIBAUT	Oui, c'est-à-dire qu'alle est enflée partout, et l'an dit que c'est quantité de sériosités qu'alle a dans le corps, et que son foie, son ventre, ou sa rate, comme vous voudrais l'appeler, au glieu de faire du sang, ne fait plus que de l'iau. Alle a, de deux jours l'un, la fièvre quotiguenne, avec des lassitules et des douleurs dans les mufles des jambes. On entend dans sa gorge des fleumes qui sont tout prêts à l'étouffer : et, parfois, il lui prend des syncoles, et des conversions, que je crayons qu'alle est passée. J'avons dans notre village, un apothicaire, révérence parler, qui li a donné je ne sai combien d'histoires : et il m'en coûte plus d'eune douzaine de bons écus, en lavements, ne v's'en déplaise, en apostumes, qu'on li a fait prendre, en infections de jacinthe, et en portions cordales. Mais tout ça, comme dit l'autre, n'a été que de l'onguent miton mitaine. Il velait li bailler d'eune certaine drogue que l'on appelle du vin amétile ; mais j'ai-s-eu peur, franchement, que ça l'envoyît à patres, et l'an dit que ces gros médecins tuont je ne sais combien de monde, avec cette invention-là.	
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	III	II	467	SGANARELLE	SGANARELLE, tendant toujours la main et la branlant, comme pour signe qu'il demande de l'argent	Venons au fait, mon ami, venons au fait.	
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	III	II	468	THIBAUT	THIBAUT	Le fait est, Monsieur, que je venons vous prier de nous dire ce qu'il faut que je fassions.	
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	III	II	469	SGANARELLE	SGANARELLE	Je ne vous entends point du tout.	
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	III	II	470	PERRIN	PERRIN	Monsieu, ma mère est malade, et velà deux écus que je vous apportons, pour nous bailler queuque remède.	
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	III	II	471	SGANARELLE	SGANARELLE	Ah ! Je vous entends, vous. Voilà un garçon qui parle clairement, qui s'explique comme il faut. Vous dites que votre mère est malade d'hydropisie, qu'elle est enflée par tout le corps, qu'elle a la fièvre, avec des douleurs dans les jambes : et qu'il lui prend parfois des syncopes, et des convulsions, c'est-à-dire des évanouissements ?	
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	III	II	472	PERRIN	PERRIN	Eh oui, Monsieu, c'est justement ça.	
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	III	II	473	SGANARELLE	SGANARELLE	J'ai compris d'abord vos paroles. Vous avez un père qui ne sait ce qu'il dit. Maintenant vous me demandez un remède ?	
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	III	II	474	PERRIN	PERRIN	Oui, Monsieu.	
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	III	II	475	SGANARELLE	SGANARELLE	Un remède pour la guérir ?	
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	III	II	476	PERRIN	PERRIN	C'est comme je l'entendons.	
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	III	II	477	SGANARELLE	SGANARELLE	Tenez, voilà un morceau de formage qu'il faut que vous lui fassiez prendre.	
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	III	II	478	PERRIN	PERRIN	Du fromage, Monsieu ?	
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	III	II	479	SGANARELLE	SGANARELLE	Oui, c'est un formage préparé, où il entre de l'or, du coral, et des perles, et quantité d'autres choses précieuses.	
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	III	II	480	PERRIN	PERRIN	Monsieu, je vous sommes bien obligés : et j'allons li faire prendre ça tout à l'heure.	
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	III	II	481	SGANARELLE	SGANARELLE	Allez. Si elle meurt, ne manquez pas de la faire enterrer du mieux que vous pourrez.	
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	III	III	482	SGANARELLE	SGANARELLE	Voici la belle Nourrice. Ah nourrice de mon coeur, je suis ravi de cette rencontre : et votre vue est la rhubarbe, la casse et le séné, qui purgent toute la mélancolie de mon âme.	
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	III	III	483	JACQUELINE	JACQUELINE	Par ma figué, Monsieu le Médecin, ça est trop bian dit pour moi : et je n'entends rien à tout votre latin.	
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	III	III	484	SGANARELLE	SGANARELLE	Devenez malade, Nourrice, je vous prie, devenez malade pour l'amour de moi. J'aurais toutes les joies du monde, de vous guérir.	
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	III	III	485	JACQUELINE	JACQUELINE	Je sis votte sarvante, j'aime bian mieux qu'an ne me guérisse pas.	
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	III	III	486	SGANARELLE	SGANARELLE	Que je vous plains, belle Nourrice, d'avoir un mari jaloux et fâcheux, comme celui que vous avez !	
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	III	III	487	JACQUELINE	JACQUELINE	Que velez-vous, Monsieu, c'est pour la pénitence de mes fautes : et là où la chèvre est liée, il faut bian qu'alle y broute.	
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	III	III	488	SGANARELLE	SGANARELLE	Comment, un rustre comme cela ! Un homme qui vous observe toujours, et ne veut pas que personne vous parle !	
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	III	III	489	JACQUELINE	JACQUELINE	Hélas ! Vous n'avez rien vu encore : et ce n'est qu'un petit échantillon de sa mauvaise humeur.	
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	III	III	490	SGANARELLE	SGANARELLE	Est-il possible, et qu'un homme ait l'âme assez basse, pour maltraiter une personne comme vous ? Ah que j'en sais, belle Nourrice, et qui ne sont pas loin d'ici, qui se tiendroient heureux de baiser, seulement, les petits bouts de vos petons ! Pourquoi faut-il qu'une personne si bien faite, soit tombée en de telles mains : et qu'un franc animal, un brutal, un stupide, un sot... Pardonnez-moi, Nourrice, si je parle ainsi de votre mari.	
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	III	III	491	JACQUELINE	JACQUELINE	Eh, Monsieu, je sai bien qu'il mérite tous ces noms-là.	
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	III	III	492	SGANARELLE	SGANARELLE	Oui, sans doute, Nourrice, il les mérite : et il mériterait encore, que vous lui missiez quelque chose sur la tête, pour le punir des soupçonsqu'il a.	
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	III	III	493	JACQUELINE	JACQUELINE	Il est bien vrai que si je n'avais, devant les yeux, que son intérêt, il pourrait m'obliger à queuque étrange chose.	
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	III	III	494	SGANARELLE	SGANARELLE	Ma foi ! Vous ne feriez pas mal de vous venger de lui avec quelqu'un. C'est un homme, je vous le dis, qui mérite bien cela : et si j'étais assez heureux, belle Nourrice, pour être choisi pour...<didascalie>En cet endroit, tous deux apercevant Lucas qui était derrière eux, et entendait leur dialogue, chacun se retire de son côté, mais le médecin d'une manière fort plaisante.</didascalie>	
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	III	IV	495	GÉRONTE	GÉRONTE	Holà, Lucas, n'as-tu point vu ici, notre médecin ?	
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	III	IV	496	LUCAS	LUCAS	Et oui, de par tous les diantres, je l'ai vu, et ma femme aussi.	
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	III	IV	497	GÉRONTE	GÉRONTE	Où est-ce, donc, qu'il peut être ?	
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	III	IV	498	LUCAS	LUCAS	Je ne sais : mais je voudrais qu'il fût à tous les guebles.	
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	III	IV	499	GÉRONTE	GÉRONTE	Va-t'en voir un peu, ce que fait ma fille.	
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	III	V	500	GÉRONTE	GÉRONTE	Ah ! Monsieur, je demandais où vous étiez ?	
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	III	V	501	SGANARELLE	SGANARELLE	Je m'étais amusé dans votre cour, à expulser le superflu de la boisson. Comment se porte la malade ?	
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	III	V	502	GÉRONTE	GÉRONTE	Un peu plus mal, depuis votre remède.	
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	III	V	503	SGANARELLE	SGANARELLE	Tant mieux. C'est signe qu'il opère.	
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	III	V	504	GÉRONTE	GÉRONTE	Oui, mais en opérant, je crains qu'il ne l'étouffe.	
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	III	V	505	SGANARELLE	SGANARELLE	Ne vous mettez pas en peine : j'ai des remèdes qui se moquent de tout, et je l'attends à l'agonie.	
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	III	V	506	GÉRONTE	GÉRONTE	Qui est cet homme-là, que vous amenez ?	
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	III	V	507	SGANARELLE	SGANARELLE, faisant des signes avec la main que c'est un apothicaire	C'est...	
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	III	V	508	GÉRONTE	GÉRONTE	Quoi ?	
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	III	V	509	SGANARELLE	SGANARELLE	Celui...	
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	III	V	510	GÉRONTE	GÉRONTE	Eh ?	
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	III	V	511	SGANARELLE	SGANARELLE	Qui...	
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	III	V	512	GÉRONTE	GÉRONTE	Je vous entends.	
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	III	V	513	SGANARELLE	SGANARELLE	Votre fille en aura besoin.	
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	III	VI	514	JACQUELINE	JACQUELINE	Monsieu, velà votre fille qui veut un peu marcher.	
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	III	VI	515	SGANARELLE	SGANARELLE	Cela lui fera du bien. Allez-vous-en, Monsieur l'Apothicaire, tâter un peu son pouls, afin que je raisonne tantôt, avec vous, de sa maladie.<didascalie>En cet endroit, il tire Géronte à un bout du théâtre, et, lui passant un bras sur les épaules, lui rabat la main sous le menton, avec laquelle il le fait retourner vers lui, lorsqu'il veut regarder ce que sa fille et l'apothicaire font ensemble, lui tenant cependant le discours suivant pour l'amuser :</didascalie>Monsieur, c'est une grande et subtile question entre les doctes, de savoir si les femmes sont plus faciles à guérir que les hommes ?Je vous prie d'écouter ceci, s'il vous plaît. Les uns disent que non, les autres disent que oui : et moi je dis que oui, et non : d'autant que l'incongruité des humeurs opaques, qui se rencontrent au tempérament naturel des femmes; étant cause que la partie brutale veut toujours prendre empire sur la sensitive, on voit que l'inégalité de leurs opinions dépend du mouvement oblique, du cercle de la Lune ; et comme le soleil, qui darde ses rayons sur la concavité de la terre, trouve...	
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	III	VI	516	LUCINDE	LUCINDE	Non, je ne suis point du tout capable de changer de sentiments.	
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	III	VI	517	GÉRONTE	GÉRONTE	Voilà ma fille qui parle ! Ô grande vertu du remède ! Ô admirable médecin ! Que je vous suis obligé, Monsieur, de cette guérison merveilleuse : et que puis-je faire pour vous après un tel service ?	
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	III	VI	518	SGANARELLE	SGANARELLE, se promenant sur le théâtre, et s'essuyant le front	Voilà une maladie qui m'a bien donné de la peine !	
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	III	VI	519	LUCINDE	LUCINDE	Oui, mon père, j'ai recouvré la parole : mais je l'ai recouvrée pour vous dire, que je n'aurai jamais d'autre époux que Léandre, et que c'est inutilement que vous voulez me donner Horace.	
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	III	VI	520	GÉRONTE	GÉRONTE	Mais...	
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	III	VI	521	LUCINDE	LUCINDE	Rien n'est capable d'ébranler la résolution que j'ai prise.	
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	III	VI	522	GÉRONTE	GÉRONTE	Quoi... 	
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	III	VI	523	LUCINDE	LUCINDE	Vous m'opposerez en vain de belles raisons.	
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	III	VI	524	GÉRONTE	GÉRONTE	Si...	
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	III	VI	525	LUCINDE	LUCINDE	Tous vos discours ne serviront de rien.	
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	III	VI	526	GÉRONTE	GÉRONTE	Je...	
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	III	VI	527	LUCINDE	LUCINDE	C'est une chose où je suis déterminée.	
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	III	VI	528	GÉRONTE	GÉRONTE	Mais...	
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	III	VI	529	LUCINDE	LUCINDE	Il n'est puissance paternelle, qui me puisse obliger à me marier malgré moi.	
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	III	VI	530	GÉRONTE	GÉRONTE	J'ai...	
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	III	VI	531	LUCINDE	LUCINDE	Vous avez beau faire tous vos efforts.	
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	III	VI	532	GÉRONTE	GÉRONTE	Il...	
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	III	VI	533	LUCINDE	LUCINDE	Mon coeur ne saurait se soumettre à cette tyrannie.	
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	III	VI	534	GÉRONTE	GÉRONTE	Là...	
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	III	VI	535	LUCINDE	LUCINDE	Et je me jetterai plutôt dans un convent, que d'épouser un homme que je n'aime point.	
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	III	VI	536	GÉRONTE	GÉRONTE	Mais...	
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	III	VI	537	LUCINDE	LUCINDE, parlant d'un ton de voix à étourdir	Non. En aucune façon. Point d'affaire. Vous perdez le temps. Je n'en ferai rien. Cela est résolu.	
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	III	VI	538	GÉRONTE	GÉRONTE	Ah ! Quelle impétuosité de paroles, il n'y a pas moyen d'y résister, Monsieur, je vous prie de la faire redevenir muette.	
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	III	VI	539	SGANARELLE	SGANARELLE	C'est une chose qui m'est impossible. Tout ce que je puis faire pour votre service est de vous rendre sourd, si vous voulez.	
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	III	VI	540	GÉRONTE	GÉRONTE	Je vous remercie. Penses-tu donc...	
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	III	VI	541	LUCINDE	LUCINDE	Non. Toutes vos raisons ne gagneront rien sur mon âme.	
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	III	VI	542	GÉRONTE	GÉRONTE	Tu épouseras Horace, dès ce soir.	
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	III	VI	543	LUCINDE	LUCINDE	J'épouserai plutôt la mort.	
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	III	VI	544	SGANARELLE	SGANARELLE	Mon Dieu ! Arrêtez-vous, laissez-moi médicamenter cette affaire. C'est une maladie qui la tient, et je sais le remède qu'il y faut apporter.	
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	III	VI	545	GÉRONTE	GÉRONTE	Serait-il possible, Monsieur, que vous pussiez, aussi, guérir cette maladie d'esprit ?	
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	III	VI	546	SGANARELLE	SGANARELLE	Oui, laissez-moi faire, j'ai des remèdes pour tout : et notre apothicaire nous servira pour cette cure. <didascalie>Il appelle l'Apothicaire et lui parle.</didascalie>Un mot.Vous voyez que l'ardeur qu'elle a pour ce Léandre est tout à fait contraire aux volontés du père, qu'il n'y a point de temps à perdre, que les humeurs sont fort aigries, et qu'il est nécessaire de trouver promptement un remède à ce mal, qui pourrait empirer par le retardement. Pour moi, je n'y en vois qu'un seul, qui est une prise de fuite purgative, que vous mêlerez comme il faut, avec deux drachmes de matrimonium en pilules. Peut-être fera-t-elle quelque difficulté à prendre ce remède : mais, comme vous êtes habile homme dans votre métier, c'est à vous de l'y résoudre, et de lui faire avaler la chose du mieux que vous pourrez. Allez-vous-en lui faire faire un petit tour de jardin, afin de préparer les humeurs, tandis que j'entretiendrai ici son père : mais surtout, ne perdez point de temps. Au remède vite, au remède spécifique !	
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	III	VII	547	GÉRONTE	GÉRONTE	Quelles drogues, Monsieur, sont celles que vous venez de dire ? Il me semble que je ne les ai jamais ouï nommer.	
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	III	VII	548	SGANARELLE	SGANARELLE	Ce sont drogues dont on se sert dans les nécessités urgentes.	
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	III	VII	549	GÉRONTE	GÉRONTE	Avez-vous jamais, vu une insolence pareille à la sienne ?	
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	III	VII	550	SGANARELLE	SGANARELLE	Les filles sont quelquefois un peu têtues.	
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	III	VII	551	GÉRONTE	GÉRONTE	Vous ne sauriez croire comme elle est affolée de ce Léandre.	
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	III	VII	552	SGANARELLE	SGANARELLE	La chaleur du sang, fait cela dans les jeunes esprits.	
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	III	VII	553	GÉRONTE	GÉRONTE	Pour moi, dès que j'ai eu découvert la violence de cet amour, j'ai su tenir toujours ma fille renfermée.	
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	III	VII	554	SGANARELLE	SGANARELLE	Vous avez fait sagement.	
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	III	VII	555	GÉRONTE	GÉRONTE	Et j'ai bien empêché qu'ils n'aient eu communication ensemble.	
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	III	VII	556	SGANARELLE	SGANARELLE	Fort bien.	
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	III	VII	557	GÉRONTE	GÉRONTE	Il serait arrivé quelque folie, si j'avais souffert qu'ils se fussent vus.	
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	III	VII	558	SGANARELLE	SGANARELLE	Sans doute.	
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	III	VII	559	GÉRONTE	GÉRONTE	Et je crois qu'elle aurait été fille à s'en aller avec lui.	
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	III	VII	560	SGANARELLE	SGANARELLE	C'est prudemment, raisonné.	
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	III	VII	561	GÉRONTE	GÉRONTE	On m'avertit qu'il fait tous ses efforts pour lui parler.	
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	III	VII	562	SGANARELLE	SGANARELLE	Quel drôle.	
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	III	VII	563	GÉRONTE	GÉRONTE	Mais il perdra son temps.	
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	III	VII	564	SGANARELLE	SGANARELLE	Ah, ah !	
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	III	VII	565	GÉRONTE	GÉRONTE	Et j'empêcherai bien qu'il ne la voye.	
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	III	VII	566	SGANARELLE	SGANARELLE	Il n'a pas affaire à un sot, et vous savez des rubriques qu'il ne sait pas plus fin que vous n'est pas bête.	
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	III	VIII	567	LUCAS	LUCAS	Ah ! Paisanguenne, Monsieu, vaici bian du tintamarre, votre fille s'en est enfuie avec son Liandre, c'était lui qui était l'apothicaire, et velà Monsieu le Médecin, qui a fait cette belle opération-là.	
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	III	VIII	568	GÉRONTE	GÉRONTE	Comment ? M'assassiner de la façon ! Allons, un, commissaire, et qu'on empêche qu'il ne sorte. Ah, traître, je vous ferai punir par la justice.	
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	III	VIII	569	LUCAS	LUCAS	Ah par ma fi, Monsieu le Médecin, vous serez pendu, ne bougez de là seulement.	
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	III	IX	570	MARTINE	MARTINE	Ah ! Mon Dieu, que j'ai eu de peine à trouver ce logis : dites-moi un peu des nouvelles du médecin que je vous ai donné.	
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	III	IX	571	LUCAS	LUCAS	Le velà, qui va être pendu.	
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	III	IX	572	MARTINE	MARTINE	Quoi, mon mari pendu, hélas et qu'a-t-il fait pour cela.	
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	III	IX	573	LUCAS	LUCAS	Il a fait enlever la fille de notre maître.	
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	III	IX	574	MARTINE	MARTINE	Hélas ! Mon cher mari, est-il bien vrai qu'on te va pendre ?	
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	III	IX	575	SGANARELLE	SGANARELLE	Tu vois, ah.	
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	III	IX	576	MARTINE	MARTINE	Faut-il que tu te laisses mourir en présence de tant de gens ?	
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	III	IX	577	SGANARELLE	SGANARELLE	Que veux-tu que j'y fasse.	
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	III	IX	578	MARTINE	MARTINE	Encore, si tu avais achevé de couper notre bois, je prendrais quelque consolation.	
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	III	IX	579	SGANARELLE	SGANARELLE	Retire-toi de là, tu me fends le coeur.	
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	III	IX	580	MARTINE	MARTINE	Non, je veux demeurer pour t'encourager à la mort : et je ne te quitterai point, que je ne t'aie vu pendu.	
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	III	IX	581	SGANARELLE	SGANARELLE	Ah.	
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	III	X	582	GÉRONTE	GÉRONTE	Le Commissaire viendra bientôt, et l'on s'en va vous mettre en lieu, où l'on me répondra de vous.	
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	III	X	583	SGANARELLE	SGANARELLE, le chapeau à la main	Hélas, cela ne se peut-il point changer en quelques coups de bâton ?	
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	III	X	584	GÉRONTE	GÉRONTE	Non, non, la justice en ordonnera... Mais que vois-je.	
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	III	XI	585	LÉANDRE	LÉANDRE	Monsieur, je viens faire paraître Léandre à vos yeux, et remettre Lucinde en votre pouvoir, nous avons eu dessein de prendre la fuite nous deux, et de nous aller marier ensemble : mais cette entreprise a fait place à un procédé plus honnête : je ne prétends point vous voler votre fille, et ce n'est que de votre main que je veux la recevoir : ce que je vous dirai, Monsieur, c'est que je viens tout à l'heure de recevoir des lettres par où j'apprends que mon oncle est mort, et que je suis héritier de tous ses biens.	
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	III	XI	586	GÉRONTE	GÉRONTE	Monsieur, votre vertu m'est tout à fait considérable, et je vous donne ma fille, avec la plus grande joie du monde.	
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	III	XI	587	SGANARELLE	SGANARELLE	La médecine l'a échappé belle !	
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	III	XI	588	MARTINE	MARTINE	Puisque tu ne seras point pendu, rends-moi grâce d'être médecin : car c'est moi qui t'ai procuré cet honneur.	
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	III	XI	589	SGANARELLE	SGANARELLE	Oui, c'est toi qui m'as procuré je ne sais combien de coups de bâton.	
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	III	XI	590	LÉANDRE	LÉANDRE	L'effet en est trop beau, pour en garder du ressentiment.	
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	III	XI	591	SGANARELLE	SGANARELLE	Soit, je te pardonne ces coups de bâton, en faveur de la dignité où tu m'as élevé : mais prépare-toi désormais à vivre dans un grand respect avec un homme de ma conséquence, et songe que la colère d'un médecin est plus à craindre qu'on ne peut croire.	
