piece	acte	scene	replique	VALERE	ELISE	CLEANTE	HARPAGON	LA-FLECHE	MAITRE-SIMON	FROSINE	DAME-CLAUDE	MAITRE-JACQUES	BRINDAVOINE	LA MERLUCHE	MARIANE	COMMISSAIRE	CLERC	ANSELME
L´AVARE, COMÉDIE	I	I	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
L´AVARE, COMÉDIE	I	I	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
L´AVARE, COMÉDIE	I	I	3	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
L´AVARE, COMÉDIE	I	I	4	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
L´AVARE, COMÉDIE	I	I	5	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
L´AVARE, COMÉDIE	I	I	6	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
L´AVARE, COMÉDIE	I	I	7	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
L´AVARE, COMÉDIE	I	I	8	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
L´AVARE, COMÉDIE	I	I	9	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
L´AVARE, COMÉDIE	I	I	10	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
L´AVARE, COMÉDIE	I	I	11	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
L´AVARE, COMÉDIE	I	I	12	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
L´AVARE, COMÉDIE	I	I	13	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
L´AVARE, COMÉDIE	I	I	14	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
L´AVARE, COMÉDIE	I	I	15	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
L´AVARE, COMÉDIE	I	I	16	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
L´AVARE, COMÉDIE	I	II	17	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
L´AVARE, COMÉDIE	I	II	18	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
L´AVARE, COMÉDIE	I	II	19	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
L´AVARE, COMÉDIE	I	II	20	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
L´AVARE, COMÉDIE	I	II	21	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
L´AVARE, COMÉDIE	I	II	22	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
L´AVARE, COMÉDIE	I	II	23	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
L´AVARE, COMÉDIE	I	II	24	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
L´AVARE, COMÉDIE	I	II	25	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
L´AVARE, COMÉDIE	I	II	26	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
L´AVARE, COMÉDIE	I	II	27	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
L´AVARE, COMÉDIE	I	II	28	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
L´AVARE, COMÉDIE	I	II	29	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
L´AVARE, COMÉDIE	I	II	30	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
L´AVARE, COMÉDIE	I	II	31	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
L´AVARE, COMÉDIE	I	II	32	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
L´AVARE, COMÉDIE	I	II	33	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
L´AVARE, COMÉDIE	I	II	34	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
L´AVARE, COMÉDIE	I	II	35	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
L´AVARE, COMÉDIE	I	III	36	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
L´AVARE, COMÉDIE	I	III	37	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
L´AVARE, COMÉDIE	I	III	38	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
L´AVARE, COMÉDIE	I	III	39	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
L´AVARE, COMÉDIE	I	III	40	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
L´AVARE, COMÉDIE	I	III	41	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
L´AVARE, COMÉDIE	I	III	42	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
L´AVARE, COMÉDIE	I	III	43	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
L´AVARE, COMÉDIE	I	III	44	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
L´AVARE, COMÉDIE	I	III	45	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
L´AVARE, COMÉDIE	I	III	46	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
L´AVARE, COMÉDIE	I	III	47	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
L´AVARE, COMÉDIE	I	III	48	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
L´AVARE, COMÉDIE	I	III	49	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
L´AVARE, COMÉDIE	I	III	50	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
L´AVARE, COMÉDIE	I	III	51	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
L´AVARE, COMÉDIE	I	III	52	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
L´AVARE, COMÉDIE	I	III	53	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
L´AVARE, COMÉDIE	I	III	54	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
L´AVARE, COMÉDIE	I	III	55	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
L´AVARE, COMÉDIE	I	III	56	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
L´AVARE, COMÉDIE	I	III	57	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
L´AVARE, COMÉDIE	I	III	58	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
L´AVARE, COMÉDIE	I	III	59	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
L´AVARE, COMÉDIE	I	III	60	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
L´AVARE, COMÉDIE	I	III	61	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
L´AVARE, COMÉDIE	I	III	62	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
L´AVARE, COMÉDIE	I	III	63	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
L´AVARE, COMÉDIE	I	III	64	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
L´AVARE, COMÉDIE	I	III	65	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
L´AVARE, COMÉDIE	I	III	66	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
L´AVARE, COMÉDIE	I	III	67	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
L´AVARE, COMÉDIE	I	III	68	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
L´AVARE, COMÉDIE	I	III	69	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
L´AVARE, COMÉDIE	I	III	70	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
L´AVARE, COMÉDIE	I	III	71	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
L´AVARE, COMÉDIE	I	III	72	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
L´AVARE, COMÉDIE	I	III	73	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
L´AVARE, COMÉDIE	I	III	74	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
L´AVARE, COMÉDIE	I	III	75	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
L´AVARE, COMÉDIE	I	III	76	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
L´AVARE, COMÉDIE	I	III	77	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
L´AVARE, COMÉDIE	I	III	78	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
L´AVARE, COMÉDIE	I	III	79	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
L´AVARE, COMÉDIE	I	III	80	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
L´AVARE, COMÉDIE	I	III	81	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
L´AVARE, COMÉDIE	I	III	82	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
L´AVARE, COMÉDIE	I	III	83	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
L´AVARE, COMÉDIE	I	III	84	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
L´AVARE, COMÉDIE	I	III	85	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
L´AVARE, COMÉDIE	I	III	86	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
L´AVARE, COMÉDIE	I	III	87	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
L´AVARE, COMÉDIE	I	III	88	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
L´AVARE, COMÉDIE	I	III	89	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
L´AVARE, COMÉDIE	I	III	90	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
L´AVARE, COMÉDIE	I	III	91	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
L´AVARE, COMÉDIE	I	III	92	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
L´AVARE, COMÉDIE	I	III	93	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
L´AVARE, COMÉDIE	I	III	94	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
L´AVARE, COMÉDIE	I	III	95	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
L´AVARE, COMÉDIE	I	III	96	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
L´AVARE, COMÉDIE	I	III	97	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
L´AVARE, COMÉDIE	I	III	98	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
L´AVARE, COMÉDIE	I	III	99	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
L´AVARE, COMÉDIE	I	III	100	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
L´AVARE, COMÉDIE	I	III	101	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
L´AVARE, COMÉDIE	I	IV	102	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0
L´AVARE, COMÉDIE	I	IV	103	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0
L´AVARE, COMÉDIE	I	IV	104	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0
L´AVARE, COMÉDIE	I	IV	105	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0
L´AVARE, COMÉDIE	I	IV	106	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0
L´AVARE, COMÉDIE	I	IV	107	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0
L´AVARE, COMÉDIE	I	IV	108	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0
L´AVARE, COMÉDIE	I	IV	109	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0
L´AVARE, COMÉDIE	I	IV	110	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0
L´AVARE, COMÉDIE	I	IV	111	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0
L´AVARE, COMÉDIE	I	IV	112	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0
L´AVARE, COMÉDIE	I	IV	113	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0
L´AVARE, COMÉDIE	I	IV	114	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0
L´AVARE, COMÉDIE	I	IV	115	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0
L´AVARE, COMÉDIE	I	IV	116	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0
L´AVARE, COMÉDIE	I	IV	117	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0
L´AVARE, COMÉDIE	I	IV	118	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0
L´AVARE, COMÉDIE	I	IV	119	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0
L´AVARE, COMÉDIE	I	IV	120	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0
L´AVARE, COMÉDIE	I	IV	121	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0
L´AVARE, COMÉDIE	I	IV	122	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0
L´AVARE, COMÉDIE	I	IV	123	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0
L´AVARE, COMÉDIE	I	IV	124	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0
L´AVARE, COMÉDIE	I	IV	125	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0
L´AVARE, COMÉDIE	I	IV	126	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0
L´AVARE, COMÉDIE	I	IV	127	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0
L´AVARE, COMÉDIE	I	IV	128	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0
L´AVARE, COMÉDIE	I	IV	129	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0
L´AVARE, COMÉDIE	I	IV	130	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0
L´AVARE, COMÉDIE	I	IV	131	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0
L´AVARE, COMÉDIE	I	IV	132	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0
L´AVARE, COMÉDIE	I	IV	133	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0
L´AVARE, COMÉDIE	I	IV	134	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0
L´AVARE, COMÉDIE	I	IV	135	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0
L´AVARE, COMÉDIE	I	IV	136	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0
L´AVARE, COMÉDIE	I	IV	137	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0
L´AVARE, COMÉDIE	I	IV	138	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0
L´AVARE, COMÉDIE	I	IV	139	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0
L´AVARE, COMÉDIE	I	IV	140	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0
L´AVARE, COMÉDIE	I	IV	141	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0
L´AVARE, COMÉDIE	I	IV	142	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0
L´AVARE, COMÉDIE	I	IV	143	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0
L´AVARE, COMÉDIE	I	IV	144	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0
L´AVARE, COMÉDIE	I	IV	145	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0
L´AVARE, COMÉDIE	I	IV	146	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0
L´AVARE, COMÉDIE	I	IV	147	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0
L´AVARE, COMÉDIE	I	IV	148	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0
L´AVARE, COMÉDIE	I	IV	149	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0
L´AVARE, COMÉDIE	I	IV	150	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0
L´AVARE, COMÉDIE	I	IV	151	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0
L´AVARE, COMÉDIE	I	IV	152	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0
L´AVARE, COMÉDIE	I	IV	153	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0
L´AVARE, COMÉDIE	I	IV	154	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0
L´AVARE, COMÉDIE	I	IV	155	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0
L´AVARE, COMÉDIE	I	IV	156	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0
L´AVARE, COMÉDIE	I	IV	157	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0
L´AVARE, COMÉDIE	I	IV	158	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0
L´AVARE, COMÉDIE	I	IV	159	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0
L´AVARE, COMÉDIE	I	IV	160	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0
L´AVARE, COMÉDIE	I	IV	161	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0
L´AVARE, COMÉDIE	I	IV	162	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0
L´AVARE, COMÉDIE	I	IV	163	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0
L´AVARE, COMÉDIE	I	IV	164	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0
L´AVARE, COMÉDIE	I	IV	165	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0
L´AVARE, COMÉDIE	I	IV	166	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0
L´AVARE, COMÉDIE	I	IV	167	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0
L´AVARE, COMÉDIE	I	IV	168	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0
L´AVARE, COMÉDIE	I	IV	169	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0
L´AVARE, COMÉDIE	I	IV	170	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0
L´AVARE, COMÉDIE	I	IV	171	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0
L´AVARE, COMÉDIE	I	IV	172	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0
L´AVARE, COMÉDIE	I	IV	173	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0
L´AVARE, COMÉDIE	I	IV	174	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0
L´AVARE, COMÉDIE	I	IV	175	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0
L´AVARE, COMÉDIE	I	IV	176	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0
L´AVARE, COMÉDIE	I	IV	177	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0
L´AVARE, COMÉDIE	I	IV	178	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0
L´AVARE, COMÉDIE	I	IV	179	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0
L´AVARE, COMÉDIE	I	IV	180	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0
L´AVARE, COMÉDIE	I	IV	181	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0
L´AVARE, COMÉDIE	I	IV	182	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0
L´AVARE, COMÉDIE	I	IV	183	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0
L´AVARE, COMÉDIE	I	IV	184	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0
L´AVARE, COMÉDIE	I	IV	185	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0
L´AVARE, COMÉDIE	I	IV	186	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0
L´AVARE, COMÉDIE	I	IV	187	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0
L´AVARE, COMÉDIE	I	IV	188	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0
L´AVARE, COMÉDIE	I	IV	189	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0
L´AVARE, COMÉDIE	I	IV	190	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0
L´AVARE, COMÉDIE	I	IV	191	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0
L´AVARE, COMÉDIE	I	IV	192	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0
L´AVARE, COMÉDIE	I	IV	193	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0
L´AVARE, COMÉDIE	I	IV	194	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0
L´AVARE, COMÉDIE	I	IV	195	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0
L´AVARE, COMÉDIE	I	IV	196	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0
L´AVARE, COMÉDIE	I	IV	197	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0
L´AVARE, COMÉDIE	I	IV	198	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0
L´AVARE, COMÉDIE	I	IV	199	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0
L´AVARE, COMÉDIE	I	IV	200	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0
L´AVARE, COMÉDIE	I	IV	201	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0
L´AVARE, COMÉDIE	I	IV	202	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0
L´AVARE, COMÉDIE	I	IV	203	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0
L´AVARE, COMÉDIE	I	IV	204	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0
L´AVARE, COMÉDIE	I	IV	205	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0
L´AVARE, COMÉDIE	I	IV	206	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0
L´AVARE, COMÉDIE	I	V	207	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0
L´AVARE, COMÉDIE	I	V	208	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0
L´AVARE, COMÉDIE	I	V	209	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0
L´AVARE, COMÉDIE	I	V	210	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0
L´AVARE, COMÉDIE	I	V	211	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0
L´AVARE, COMÉDIE	I	V	212	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0
L´AVARE, COMÉDIE	I	V	213	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0
L´AVARE, COMÉDIE	I	V	214	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0
L´AVARE, COMÉDIE	I	V	215	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0
L´AVARE, COMÉDIE	I	V	216	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0
L´AVARE, COMÉDIE	I	V	217	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0
L´AVARE, COMÉDIE	I	V	218	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0
L´AVARE, COMÉDIE	I	V	219	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0
L´AVARE, COMÉDIE	I	V	220	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0
L´AVARE, COMÉDIE	I	V	221	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0
L´AVARE, COMÉDIE	I	V	222	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0
L´AVARE, COMÉDIE	I	V	223	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0
L´AVARE, COMÉDIE	I	V	224	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0
L´AVARE, COMÉDIE	I	V	225	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0
L´AVARE, COMÉDIE	I	V	226	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0
L´AVARE, COMÉDIE	I	V	227	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0
L´AVARE, COMÉDIE	I	V	228	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0
L´AVARE, COMÉDIE	I	V	229	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0
L´AVARE, COMÉDIE	I	V	230	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0
L´AVARE, COMÉDIE	I	V	231	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0
L´AVARE, COMÉDIE	I	V	232	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0
L´AVARE, COMÉDIE	I	V	233	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0
L´AVARE, COMÉDIE	I	V	234	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0
L´AVARE, COMÉDIE	I	V	235	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0
L´AVARE, COMÉDIE	I	V	236	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0
L´AVARE, COMÉDIE	I	V	237	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0
L´AVARE, COMÉDIE	I	V	238	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0
L´AVARE, COMÉDIE	I	V	239	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0
L´AVARE, COMÉDIE	I	V	240	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0
L´AVARE, COMÉDIE	I	V	241	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0
L´AVARE, COMÉDIE	I	V	242	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0
L´AVARE, COMÉDIE	I	V	243	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0
L´AVARE, COMÉDIE	I	V	244	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0
L´AVARE, COMÉDIE	I	V	245	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0
L´AVARE, COMÉDIE	I	V	246	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0
L´AVARE, COMÉDIE	I	V	247	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0
L´AVARE, COMÉDIE	I	V	248	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0
L´AVARE, COMÉDIE	I	V	249	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0
L´AVARE, COMÉDIE	I	V	250	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0
L´AVARE, COMÉDIE	I	V	251	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0
L´AVARE, COMÉDIE	I	V	252	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0
L´AVARE, COMÉDIE	II	I	253	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0
L´AVARE, COMÉDIE	II	I	254	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0
L´AVARE, COMÉDIE	II	I	255	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0
L´AVARE, COMÉDIE	II	I	256	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0
L´AVARE, COMÉDIE	II	I	257	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0
L´AVARE, COMÉDIE	II	I	258	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0
L´AVARE, COMÉDIE	II	I	259	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0
L´AVARE, COMÉDIE	II	I	260	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0
L´AVARE, COMÉDIE	II	I	261	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0
L´AVARE, COMÉDIE	II	I	262	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0
L´AVARE, COMÉDIE	II	I	263	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0
L´AVARE, COMÉDIE	II	I	264	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0
L´AVARE, COMÉDIE	II	I	265	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0
L´AVARE, COMÉDIE	II	I	266	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0
L´AVARE, COMÉDIE	II	I	267	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0
L´AVARE, COMÉDIE	II	I	268	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0
L´AVARE, COMÉDIE	II	I	269	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0
