piece	div1_nom	div1_num	div2_nom	div2_num	pos	SGANARELLE	MARTINE	MONSIEUR-ROBERT	VALÈRE	LUCAS	GÉRONTE	JACQUELINE	LUCINDE	LÉANDRE	THIBAUT	PERRIN
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	ACTE III	3	SCÈNE IX	19	576	1	1	0	0	1	0	0	0	0	0	0
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	ACTE III	3	SCÈNE IX	19	577	1	1	0	0	1	0	0	0	0	0	0
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	ACTE III	3	SCÈNE IX	19	578	1	1	0	0	1	0	0	0	0	0	0
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	ACTE III	3	SCÈNE IX	19	579	1	1	0	0	1	0	0	0	0	0	0
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	ACTE III	3	SCÈNE IX	19	580	1	1	0	0	1	0	0	0	0	0	0
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	ACTE III	3	SCÈNE IX	19	581	1	1	0	0	1	0	0	0	0	0	0
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	ACTE III	3	SCÈNE IX	19	582	1	1	0	0	1	0	0	0	0	0	0
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	ACTE III	3	SCÈNE X	20	583	1	1	0	0	1	1	0	0	0	0	0
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	ACTE III	3	SCÈNE X	20	584	1	1	0	0	1	1	0	0	0	0	0
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	ACTE III	3	SCÈNE X	20	585	1	1	0	0	1	1	0	0	0	0	0
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	ACTE III	3	SCÈNE XI	21	586	1	1	0	0	1	1	1	1	1	0	0
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	ACTE III	3	SCÈNE XI	21	587	1	1	0	0	1	1	1	1	1	0	0
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	ACTE III	3	SCÈNE XI	21	588	1	1	0	0	1	1	1	1	1	0	0
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	ACTE III	3	SCÈNE XI	21	589	1	1	0	0	1	1	1	1	1	0	0
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	ACTE III	3	SCÈNE XI	21	590	1	1	0	0	1	1	1	1	1	0	0
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	ACTE III	3	SCÈNE XI	21	591	1	1	0	0	1	1	1	1	1	0	0
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	ACTE III	3	SCÈNE XI	21	592	1	1	0	0	1	1	1	1	1	0	0
