piece	div1_nom	div1_num	div2_nom	div2_num	pos	SGANARELLE	MARTINE	MONSIEUR-ROBERT	VALÈRE	LUCAS	GÉRONTE	JACQUELINE	LUCINDE	LÉANDRE	THIBAUT	PERRIN
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	ACTE I	1	SCÈNE V	5	189	1	0	0	1	1	0	0	0	0	0	0
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	ACTE I	1	SCÈNE V	5	190	1	0	0	1	1	0	0	0	0	0	0
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	ACTE I	1	SCÈNE V	5	191	1	0	0	1	1	0	0	0	0	0	0
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	ACTE I	1	SCÈNE V	5	192	1	0	0	1	1	0	0	0	0	0	0
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	ACTE I	1	SCÈNE V	5	193	1	0	0	1	1	0	0	0	0	0	0
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	ACTE I	1	SCÈNE V	5	194	1	0	0	1	1	0	0	0	0	0	0
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	ACTE I	1	SCÈNE V	5	195	1	0	0	1	1	0	0	0	0	0	0
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	ACTE I	1	SCÈNE V	5	196	1	0	0	1	1	0	0	0	0	0	0
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	ACTE I	1	SCÈNE V	5	197	1	0	0	1	1	0	0	0	0	0	0
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	ACTE I	1	SCÈNE V	5	198	1	0	0	1	1	0	0	0	0	0	0
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	ACTE I	1	SCÈNE V	5	199	1	0	0	1	1	0	0	0	0	0	0
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	ACTE I	1	SCÈNE V	5	200	1	0	0	1	1	0	0	0	0	0	0
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	ACTE I	1	SCÈNE V	5	201	1	0	0	1	1	0	0	0	0	0	0
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	ACTE I	1	SCÈNE V	5	202	1	0	0	1	1	0	0	0	0	0	0
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	ACTE I	1	SCÈNE V	5	203	1	0	0	1	1	0	0	0	0	0	0
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	ACTE I	1	SCÈNE V	5	204	1	0	0	1	1	0	0	0	0	0	0
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	ACTE I	1	SCÈNE V	5	205	1	0	0	1	1	0	0	0	0	0	0
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	ACTE I	1	SCÈNE V	5	206	1	0	0	1	1	0	0	0	0	0	0
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	ACTE I	1	SCÈNE V	5	207	1	0	0	1	1	0	0	0	0	0	0
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	ACTE I	1	SCÈNE V	5	208	1	0	0	1	1	0	0	0	0	0	0
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	ACTE I	1	SCÈNE V	5	209	1	0	0	1	1	0	0	0	0	0	0
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	ACTE I	1	SCÈNE V	5	210	1	0	0	1	1	0	0	0	0	0	0
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	ACTE I	1	SCÈNE V	5	211	1	0	0	1	1	0	0	0	0	0	0
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	ACTE I	1	SCÈNE V	5	212	1	0	0	1	1	0	0	0	0	0	0
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	ACTE I	1	SCÈNE V	5	213	1	0	0	1	1	0	0	0	0	0	0
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	ACTE I	1	SCÈNE V	5	214	1	0	0	1	1	0	0	0	0	0	0
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	ACTE I	1	SCÈNE V	5	215	1	0	0	1	1	0	0	0	0	0	0
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	ACTE I	1	SCÈNE V	5	216	1	0	0	1	1	0	0	0	0	0	0
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	ACTE I	1	SCÈNE V	5	217	1	0	0	1	1	0	0	0	0	0	0
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	ACTE I	1	SCÈNE V	5	218	1	0	0	1	1	0	0	0	0	0	0
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	ACTE I	1	SCÈNE V	5	219	1	0	0	1	1	0	0	0	0	0	0
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	ACTE I	1	SCÈNE V	5	220	1	0	0	1	1	0	0	0	0	0	0
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	ACTE I	1	SCÈNE V	5	221	1	0	0	1	1	0	0	0	0	0	0
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	ACTE I	1	SCÈNE V	5	222	1	0	0	1	1	0	0	0	0	0	0
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	ACTE I	1	SCÈNE V	5	223	1	0	0	1	1	0	0	0	0	0	0
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	ACTE I	1	SCÈNE V	5	224	1	0	0	1	1	0	0	0	0	0	0
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	ACTE I	1	SCÈNE V	5	225	1	0	0	1	1	0	0	0	0	0	0
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	ACTE I	1	SCÈNE V	5	226	1	0	0	1	1	0	0	0	0	0	0
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	ACTE I	1	SCÈNE V	5	227	1	0	0	1	1	0	0	0	0	0	0
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	ACTE I	1	SCÈNE V	5	228	1	0	0	1	1	0	0	0	0	0	0
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	ACTE I	1	SCÈNE V	5	229	1	0	0	1	1	0	0	0	0	0	0
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	ACTE I	1	SCÈNE V	5	230	1	0	0	1	1	0	0	0	0	0	0
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	ACTE I	1	SCÈNE V	5	231	1	0	0	1	1	0	0	0	0	0	0
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	ACTE I	1	SCÈNE V	5	232	1	0	0	1	1	0	0	0	0	0	0
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	ACTE I	1	SCÈNE V	5	233	1	0	0	1	1	0	0	0	0	0	0
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	ACTE I	1	SCÈNE V	5	234	1	0	0	1	1	0	0	0	0	0	0
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	ACTE I	1	SCÈNE V	5	235	1	0	0	1	1	0	0	0	0	0	0
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	ACTE I	1	SCÈNE V	5	236	1	0	0	1	1	0	0	0	0	0	0
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	ACTE I	1	SCÈNE V	5	237	1	0	0	1	1	0	0	0	0	0	0
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	ACTE I	1	SCÈNE V	5	238	1	0	0	1	1	0	0	0	0	0	0
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	ACTE I	1	SCÈNE V	5	239	1	0	0	1	1	0	0	0	0	0	0
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	ACTE II	2	SCÈNE I	6	240	0	0	0	1	1	1	1	0	0	0	0
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	ACTE II	2	SCÈNE I	6	241	0	0	0	1	1	1	1	0	0	0	0
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	ACTE II	2	SCÈNE I	6	242	0	0	0	1	1	1	1	0	0	0	0
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	ACTE II	2	SCÈNE I	6	243	0	0	0	1	1	1	1	0	0	0	0
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	ACTE II	2	SCÈNE I	6	244	0	0	0	1	1	1	1	0	0	0	0
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	ACTE II	2	SCÈNE I	6	245	0	0	0	1	1	1	1	0	0	0	0
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	ACTE II	2	SCÈNE I	6	246	0	0	0	1	1	1	1	0	0	0	0
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	ACTE II	2	SCÈNE I	6	247	0	0	0	1	1	1	1	0	0	0	0
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	ACTE II	2	SCÈNE I	6	248	0	0	0	1	1	1	1	0	0	0	0
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	ACTE II	2	SCÈNE I	6	249	0	0	0	1	1	1	1	0	0	0	0
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	ACTE II	2	SCÈNE I	6	250	0	0	0	1	1	1	1	0	0	0	0
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	ACTE II	2	SCÈNE I	6	251	0	0	0	1	1	1	1	0	0	0	0
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	ACTE II	2	SCÈNE I	6	252	0	0	0	1	1	1	1	0	0	0	0
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	ACTE II	2	SCÈNE I	6	253	0	0	0	1	1	1	1	0	0	0	0
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	ACTE II	2	SCÈNE I	6	254	0	0	0	1	1	1	1	0	0	0	0
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	ACTE II	2	SCÈNE I	6	255	0	0	0	1	1	1	1	0	0	0	0
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	ACTE II	2	SCÈNE I	6	256	0	0	0	1	1	1	1	0	0	0	0
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	ACTE II	2	SCÈNE I	6	257	0	0	0	1	1	1	1	0	0	0	0
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	ACTE II	2	SCÈNE I	6	258	0	0	0	1	1	1	1	0	0	0	0
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	ACTE II	2	SCÈNE I	6	259	0	0	0	1	1	1	1	0	0	0	0
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	ACTE II	2	SCÈNE I	6	260	0	0	0	1	1	1	1	0	0	0	0
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	ACTE II	2	SCÈNE I	6	261	0	0	0	1	1	1	1	0	0	0	0
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	ACTE II	2	SCÈNE I	6	262	0	0	0	1	1	1	1	0	0	0	0
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	ACTE II	2	SCÈNE I	6	263	0	0	0	1	1	1	1	0	0	0	0
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	ACTE II	2	SCÈNE I	6	264	0	0	0	1	1	1	1	0	0	0	0
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	ACTE II	2	SCÈNE I	6	265	0	0	0	1	1	1	1	0	0	0	0
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	ACTE II	2	SCÈNE II	7	266	1	0	0	1	1	1	1	0	0	0	0
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	ACTE II	2	SCÈNE II	7	267	1	0	0	1	1	1	1	0	0	0	0
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	ACTE II	2	SCÈNE II	7	268	1	0	0	1	1	1	1	0	0	0	0
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	ACTE II	2	SCÈNE II	7	269	1	0	0	1	1	1	1	0	0	0	0
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	ACTE II	2	SCÈNE II	7	270	1	0	0	1	1	1	1	0	0	0	0
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	ACTE II	2	SCÈNE II	7	271	1	0	0	1	1	1	1	0	0	0	0
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	ACTE II	2	SCÈNE II	7	272	1	0	0	1	1	1	1	0	0	0	0
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	ACTE II	2	SCÈNE II	7	273	1	0	0	1	1	1	1	0	0	0	0
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	ACTE II	2	SCÈNE II	7	274	1	0	0	1	1	1	1	0	0	0	0
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	ACTE II	2	SCÈNE II	7	275	1	0	0	1	1	1	1	0	0	0	0
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	ACTE II	2	SCÈNE II	7	276	1	0	0	1	1	1	1	0	0	0	0
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	ACTE II	2	SCÈNE II	7	277	1	0	0	1	1	1	1	0	0	0	0
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	ACTE II	2	SCÈNE II	7	278	1	0	0	1	1	1	1	0	0	0	0
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	ACTE II	2	SCÈNE II	7	279	1	0	0	1	1	1	1	0	0	0	0
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	ACTE II	2	SCÈNE II	7	280	1	0	0	1	1	1	1	0	0	0	0
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	ACTE II	2	SCÈNE II	7	281	1	0	0	1	1	1	1	0	0	0	0
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	ACTE II	2	SCÈNE II	7	282	1	0	0	1	1	1	1	0	0	0	0
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	ACTE II	2	SCÈNE II	7	283	1	0	0	1	1	1	1	0	0	0	0
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	ACTE II	2	SCÈNE II	7	284	1	0	0	1	1	1	1	0	0	0	0
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	ACTE II	2	SCÈNE II	7	285	1	0	0	1	1	1	1	0	0	0	0
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	ACTE II	2	SCÈNE II	7	286	1	0	0	1	1	1	1	0	0	0	0
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	ACTE II	2	SCÈNE II	7	287	1	0	0	1	1	1	1	0	0	0	0
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	ACTE II	2	SCÈNE II	7	288	1	0	0	1	1	1	1	0	0	0	0
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	ACTE II	2	SCÈNE II	7	289	1	0	0	1	1	1	1	0	0	0	0
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	ACTE II	2	SCÈNE II	7	290	1	0	0	1	1	1	1	0	0	0	0
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	ACTE II	2	SCÈNE II	7	291	1	0	0	1	1	1	1	0	0	0	0
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	ACTE II	2	SCÈNE II	7	292	1	0	0	1	1	1	1	0	0	0	0
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	ACTE II	2	SCÈNE II	7	293	1	0	0	1	1	1	1	0	0	0	0
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	ACTE II	2	SCÈNE II	7	294	1	0	0	1	1	1	1	0	0	0	0
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	ACTE II	2	SCÈNE II	7	295	1	0	0	1	1	1	1	0	0	0	0
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	ACTE II	2	SCÈNE II	7	296	1	0	0	1	1	1	1	0	0	0	0
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	ACTE II	2	SCÈNE II	7	297	1	0	0	1	1	1	1	0	0	0	0
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	ACTE II	2	SCÈNE II	7	298	1	0	0	1	1	1	1	0	0	0	0
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	ACTE II	2	SCÈNE II	7	299	1	0	0	1	1	1	1	0	0	0	0
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	ACTE II	2	SCÈNE II	7	300	1	0	0	1	1	1	1	0	0	0	0
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	ACTE II	2	SCÈNE II	7	301	1	0	0	1	1	1	1	0	0	0	0
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	ACTE II	2	SCÈNE II	7	302	1	0	0	1	1	1	1	0	0	0	0
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	ACTE II	2	SCÈNE II	7	303	1	0	0	1	1	1	1	0	0	0	0
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	ACTE II	2	SCÈNE II	7	304	1	0	0	1	1	1	1	0	0	0	0
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	ACTE II	2	SCÈNE II	7	305	1	0	0	1	1	1	1	0	0	0	0
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	ACTE II	2	SCÈNE II	7	306	1	0	0	1	1	1	1	0	0	0	0
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	ACTE II	2	SCÈNE II	7	307	1	0	0	1	1	1	1	0	0	0	0
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	ACTE II	2	SCÈNE II	7	308	1	0	0	1	1	1	1	0	0	0	0
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	ACTE II	2	SCÈNE II	7	309	1	0	0	1	1	1	1	0	0	0	0
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	ACTE II	2	SCÈNE II	7	310	1	0	0	1	1	1	1	0	0	0	0
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	ACTE II	2	SCÈNE II	7	311	1	0	0	1	1	1	1	0	0	0	0
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	ACTE II	2	SCÈNE II	7	312	1	0	0	1	1	1	1	0	0	0	0
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	ACTE II	2	SCÈNE II	7	313	1	0	0	1	1	1	1	0	0	0	0
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	ACTE II	2	SCÈNE II	7	314	1	0	0	1	1	1	1	0	0	0	0
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	ACTE II	2	SCÈNE II	7	315	1	0	0	1	1	1	1	0	0	0	0
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	ACTE II	2	SCÈNE II	7	316	1	0	0	1	1	1	1	0	0	0	0
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	ACTE II	2	SCÈNE II	7	317	1	0	0	1	1	1	1	0	0	0	0
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	ACTE II	2	SCÈNE III	8	318	1	0	0	0	1	1	1	0	0	0	0
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	ACTE II	2	SCÈNE III	8	319	1	0	0	0	1	1	1	0	0	0	0
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	ACTE II	2	SCÈNE III	8	320	1	0	0	0	1	1	1	0	0	0	0
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	ACTE II	2	SCÈNE III	8	321	1	0	0	0	1	1	1	0	0	0	0
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	ACTE II	2	SCÈNE III	8	322	1	0	0	0	1	1	1	0	0	0	0
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	ACTE II	2	SCÈNE III	8	323	1	0	0	0	1	1	1	0	0	0	0
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	ACTE II	2	SCÈNE III	8	324	1	0	0	0	1	1	1	0	0	0	0
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	ACTE II	2	SCÈNE III	8	325	1	0	0	0	1	1	1	0	0	0	0
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	ACTE II	2	SCÈNE III	8	326	1	0	0	0	1	1	1	0	0	0	0
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	ACTE II	2	SCÈNE III	8	327	1	0	0	0	1	1	1	0	0	0	0
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	ACTE II	2	SCÈNE III	8	328	1	0	0	0	1	1	1	0	0	0	0
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	ACTE II	2	SCÈNE III	8	329	1	0	0	0	1	1	1	0	0	0	0
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	ACTE II	2	SCÈNE III	8	330	1	0	0	0	1	1	1	0	0	0	0
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	ACTE II	2	SCÈNE III	8	331	1	0	0	0	1	1	1	0	0	0	0
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	ACTE II	2	SCÈNE III	8	332	1	0	0	0	1	1	1	0	0	0	0
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	ACTE II	2	SCÈNE III	8	333	1	0	0	0	1	1	1	0	0	0	0
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	ACTE II	2	SCÈNE IV	9	334	1	0	0	1	1	1	1	1	0	0	0
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	ACTE II	2	SCÈNE IV	9	335	1	0	0	1	1	1	1	1	0	0	0
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	ACTE II	2	SCÈNE IV	9	336	1	0	0	1	1	1	1	1	0	0	0
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	ACTE II	2	SCÈNE IV	9	337	1	0	0	1	1	1	1	1	0	0	0
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	ACTE II	2	SCÈNE IV	9	338	1	0	0	1	1	1	1	1	0	0	0
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	ACTE II	2	SCÈNE IV	9	339	1	0	0	1	1	1	1	1	0	0	0
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	ACTE II	2	SCÈNE IV	9	340	1	0	0	1	1	1	1	1	0	0	0
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	ACTE II	2	SCÈNE IV	9	341	1	0	0	1	1	1	1	1	0	0	0
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	ACTE II	2	SCÈNE IV	9	342	1	0	0	1	1	1	1	1	0	0	0
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	ACTE II	2	SCÈNE IV	9	343	1	0	0	1	1	1	1	1	0	0	0
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	ACTE II	2	SCÈNE IV	9	344	1	0	0	1	1	1	1	1	0	0	0
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	ACTE II	2	SCÈNE IV	9	345	1	0	0	1	1	1	1	1	0	0	0
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	ACTE II	2	SCÈNE IV	9	346	1	0	0	1	1	1	1	1	0	0	0
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	ACTE II	2	SCÈNE IV	9	347	1	0	0	1	1	1	1	1	0	0	0
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	ACTE II	2	SCÈNE IV	9	348	1	0	0	1	1	1	1	1	0	0	0
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	ACTE II	2	SCÈNE IV	9	349	1	0	0	1	1	1	1	1	0	0	0
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	ACTE II	2	SCÈNE IV	9	350	1	0	0	1	1	1	1	1	0	0	0
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	ACTE II	2	SCÈNE IV	9	351	1	0	0	1	1	1	1	1	0	0	0
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	ACTE II	2	SCÈNE IV	9	352	1	0	0	1	1	1	1	1	0	0	0
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	ACTE II	2	SCÈNE IV	9	353	1	0	0	1	1	1	1	1	0	0	0
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	ACTE II	2	SCÈNE IV	9	354	1	0	0	1	1	1	1	1	0	0	0
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	ACTE II	2	SCÈNE IV	9	355	1	0	0	1	1	1	1	1	0	0	0
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	ACTE II	2	SCÈNE IV	9	356	1	0	0	1	1	1	1	1	0	0	0
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	ACTE II	2	SCÈNE IV	9	357	1	0	0	1	1	1	1	1	0	0	0
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	ACTE II	2	SCÈNE IV	9	358	1	0	0	1	1	1	1	1	0	0	0
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	ACTE II	2	SCÈNE IV	9	359	1	0	0	1	1	1	1	1	0	0	0
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	ACTE II	2	SCÈNE IV	9	360	1	0	0	1	1	1	1	1	0	0	0
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	ACTE II	2	SCÈNE IV	9	361	1	0	0	1	1	1	1	1	0	0	0
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	ACTE II	2	SCÈNE IV	9	362	1	0	0	1	1	1	1	1	0	0	0
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	ACTE II	2	SCÈNE IV	9	363	1	0	0	1	1	1	1	1	0	0	0
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	ACTE II	2	SCÈNE IV	9	364	1	0	0	1	1	1	1	1	0	0	0
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	ACTE II	2	SCÈNE IV	9	365	1	0	0	1	1	1	1	1	0	0	0
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	ACTE II	2	SCÈNE IV	9	366	1	0	0	1	1	1	1	1	0	0	0
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	ACTE II	2	SCÈNE IV	9	367	1	0	0	1	1	1	1	1	0	0	0
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	ACTE II	2	SCÈNE IV	9	368	1	0	0	1	1	1	1	1	0	0	0
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	ACTE II	2	SCÈNE IV	9	369	1	0	0	1	1	1	1	1	0	0	0
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	ACTE II	2	SCÈNE IV	9	370	1	0	0	1	1	1	1	1	0	0	0
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	ACTE II	2	SCÈNE IV	9	371	1	0	0	1	1	1	1	1	0	0	0
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	ACTE II	2	SCÈNE IV	9	372	1	0	0	1	1	1	1	1	0	0	0
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	ACTE II	2	SCÈNE IV	9	373	1	0	0	1	1	1	1	1	0	0	0
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	ACTE II	2	SCÈNE IV	9	374	1	0	0	1	1	1	1	1	0	0	0
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	ACTE II	2	SCÈNE IV	9	375	1	0	0	1	1	1	1	1	0	0	0
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	ACTE II	2	SCÈNE IV	9	376	1	0	0	1	1	1	1	1	0	0	0
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	ACTE II	2	SCÈNE IV	9	377	1	0	0	1	1	1	1	1	0	0	0
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	ACTE II	2	SCÈNE IV	9	378	1	0	0	1	1	1	1	1	0	0	0
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	ACTE II	2	SCÈNE IV	9	379	1	0	0	1	1	1	1	1	0	0	0
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	ACTE II	2	SCÈNE IV	9	380	1	0	0	1	1	1	1	1	0	0	0
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	ACTE II	2	SCÈNE IV	9	381	1	0	0	1	1	1	1	1	0	0	0
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	ACTE II	2	SCÈNE IV	9	382	1	0	0	1	1	1	1	1	0	0	0
