piece	div1_nom	div1_num	div2_nom	div2_num	pos	id	nom	texte	didascalie
Macbeth	Act 1	1	Scene 3	3	79	Macbeth	Macbeth	                        <didascalie>Aside</didascalie><l xml:id="sha-mac103145" n="145">              If chance will have me king, why, chance may crown me,            </l>                        <l xml:id="sha-mac103146I" n="146">              Without my stir.            </l>                    	
Macbeth	Act 1	1	Scene 3	3	80	Banquo	Banquo	                        <l xml:id="sha-mac103146F" n="146">              New honours come upon him,            </l>                        <l xml:id="sha-mac103147" n="147">              Like our strange garments, cleave not to their mould            </l>                        <l xml:id="sha-mac103148I" n="148">              But with the aid of use.            </l>                    	
Macbeth	Act 1	1	Scene 3	3	81	Macbeth	Macbeth	                        <didascalie>Aside</didascalie><l xml:id="sha-mac103148F" n="148">              Come what come may,            </l>                        <l xml:id="sha-mac103149" n="149">              Time and the hour runs through the roughest day.            </l>                    	
Macbeth	Act 1	1	Scene 3	3	82	Banquo	Banquo	                        <l xml:id="sha-mac103150" n="150">              Worthy Macbeth, we stay upon your leisure.            </l>                    	
Macbeth	Act 1	1	Scene 3	3	83	Macbeth	Macbeth	                        <l xml:id="sha-mac103151" n="151">              Give me your favour: my dull brain was wrought            </l>                        <l xml:id="sha-mac103152" n="152">              With things forgotten. Kind gentlemen, your pains            </l>                        <l xml:id="sha-mac103153" n="153">              Are registered where every day I turn            </l>                        <l xml:id="sha-mac103154" n="154">              The leaf to read them. Let us toward the king.            </l>                        <l xml:id="sha-mac103155" n="155">              Think upon what hath chanced, and, at more time,            </l>                        <l xml:id="sha-mac103156" n="156">              The interim having weighed it, let us speak            </l>                        <l xml:id="sha-mac103157I" n="157">              Our free hearts each to other.            </l>                    	
Macbeth	Act 1	1	Scene 3	3	84	Banquo	Banquo	                        <l xml:id="sha-mac103157F" n="157">              Very gladly.            </l>                    	
Macbeth	Act 1	1	Scene 3	3	85	Macbeth	Macbeth	                        <l xml:id="sha-mac103158" n="158">              Till then, enough. Come, friends.              <didascalie>Exeunt.</didascalie></l>                    	
Macbeth	Act 1	1	__none__	__none__	86	__none__	__none__	__none__	Forres. The palace. Flourish.
Macbeth	Act 1	1	__none__	__none__	87	__none__	__none__	__none__	Enter DUNCAN, MALCOLM, DONALBAIN, LENNOX, and Attendants.
Macbeth	Act 1	1	Scene 4	4	88	Duncan	Duncan	                        <l xml:id="sha-mac104001" n="1">              Is execution done on Cawdor? Are not            </l>                        <l xml:id="sha-mac104002I" n="2">              Those in commission yet returned?            </l>                    	
Macbeth	Act 1	1	Scene 4	4	89	Malcolm	Malcolm	                        <l xml:id="sha-mac104002F" n="2">              My liege,            </l>                        <l xml:id="sha-mac104003" n="3">              They are not yet come back. But I have spoke            </l>                        <l xml:id="sha-mac104004" n="4">              With one that saw him die: who did report            </l>                        <l xml:id="sha-mac104005" n="5">              That very frankly he confessed his treasons,            </l>                        <l xml:id="sha-mac104006" n="6">              Implored your highness' pardon and set forth            </l>                        <l xml:id="sha-mac104007" n="7">              A deep repentance: nothing in his life            </l>                        <l xml:id="sha-mac104008" n="8">              Became him like the leaving it; he died            </l>                        <l xml:id="sha-mac104009" n="9">              As one that had been studied in his death            </l>                        <l xml:id="sha-mac104010" n="10">              To throw away the dearest thing he owed,            </l>                        <l xml:id="sha-mac104011I" n="11">              As 'twere a careless trifle.            </l>                    	
Macbeth	Act 1	1	Scene 4	4	90	Duncan	Duncan	                        <l xml:id="sha-mac104011F" n="11">              There's no art            </l>                        <l xml:id="sha-mac104012" n="12">              To find the mind's construction in the face:            </l>                        <l xml:id="sha-mac104013" n="13">              He was a gentleman on whom I built            </l>                        <l xml:id="sha-mac104014" n="14">              An absolute trust.               <didascalie>Enter MACBETH, BANQUO, ROSS, and ANGUS.</didascalie></l>                        <l xml:id="sha-mac104015" n="15">              The sin of my ingratitude even now            </l>                        <l xml:id="sha-mac104016" n="16">              Was heavy on me: thou art so far before            </l>                        <l xml:id="sha-mac104017" n="17">              That swiftest wing of recompense is slow            </l>                        <l xml:id="sha-mac104018" n="18">              To overtake thee. Would thou hadst less deserved,            </l>                        <l xml:id="sha-mac104019" n="19">              That the proportion both of thanks and payment            </l>                        <l xml:id="sha-mac104020" n="20">              Might have been mine! only I have left to say,            </l>                        <l xml:id="sha-mac104021" n="21">              More is thy due than more than all can pay.            </l>                    	
Macbeth	Act 1	1	Scene 4	4	91	Macbeth	Macbeth	                        <l xml:id="sha-mac104022" n="22">              The service and the loyalty I owe,            </l>                        <l xml:id="sha-mac104023" n="23">              In doing it, pays itself. Your highness' part            </l>                        <l xml:id="sha-mac104024" n="24">              Is to receive our duties; and our duties            </l>                        <l xml:id="sha-mac104025" n="25">              Are to your throne and state children and servants,            </l>                        <l xml:id="sha-mac104026" n="26">              Which do but what they should, by doing every thing            </l>                        <l xml:id="sha-mac104027I" n="27">              Safe toward your love and honour.            </l>                    	
Macbeth	Act 1	1	Scene 4	4	92	Duncan	Duncan	                        <l xml:id="sha-mac104027F" n="27">              Welcome hither:            </l>                        <l xml:id="sha-mac104028" n="28">              I have begun to plant thee, and will labour            </l>                        <l xml:id="sha-mac104029" n="29">              To make thee full of growing. Noble Banquo,            </l>                        <l xml:id="sha-mac104030" n="30">              That hast no less deserved, nor must be known            </l>                        <l xml:id="sha-mac104031" n="31">              No less to have done so, let me infold thee            </l>                        <l xml:id="sha-mac104032I" n="32">              And hold thee to my heart.            </l>                    	
Macbeth	Act 1	1	Scene 4	4	93	Banquo	Banquo	                        <l xml:id="sha-mac104032F" n="32">              There if I grow,            </l>                        <l xml:id="sha-mac104033I" n="33">              The harvest is your own.            </l>                    	
Macbeth	Act 1	1	Scene 4	4	94	Duncan	Duncan	                        <l xml:id="sha-mac104033F" n="33">              My plenteous joys,            </l>                        <l xml:id="sha-mac104034" n="34">              Wanton in fulness, seek to hide themselves            </l>                        <l xml:id="sha-mac104035" n="35">              In drops of sorrow. Sons, kinsmen, thanes,            </l>                        <l xml:id="sha-mac104036" n="36">              And you whose places are the nearest, know            </l>                        <l xml:id="sha-mac104037" n="37">              We will establish our estate upon            </l>                        <l xml:id="sha-mac104038" n="38">              Our eldest, Malcolm, whom we name hereafter            </l>                        <l xml:id="sha-mac104039" n="39">              The Prince of Cumberland; which honour must            </l>                        <l xml:id="sha-mac104040" n="40">              Not unaccompanied invest him only,            </l>                        <l xml:id="sha-mac104041" n="41">              But signs of nobleness, like stars, shall shine            </l>                        <l xml:id="sha-mac104042" n="42">              On all deservers. From hence to Inverness,            </l>                        <l xml:id="sha-mac104043" n="43">              And bind us further to you.            </l>                    	
