piece	div1_nom	div1_num	div2_nom	div2_num	pos	id	nom	texte	didascalie
Macbeth	Act 3	3	Scene 4	15	357	Macbeth	Macbeth	                        <l xml:id="sha-mac304046" n="46">              Where?            </l>                    	
Macbeth	Act 3	3	Scene 4	15	358	Lennox	Lennox	                        <l xml:id="sha-mac304047" n="47">              Here, my good lord. What is't that moves your highness?            </l>                    	
Macbeth	Act 3	3	Scene 4	15	359	Macbeth	Macbeth	                        <l xml:id="sha-mac304048I" n="48">              Which of you have done this?            </l>                    	
Macbeth	Act 3	3	Scene 4	15	360	mac-lords.	Lords	                        <l xml:id="sha-mac304048F" n="48">              What, my good lord?            </l>                    	
Macbeth	Act 3	3	Scene 4	15	361	Macbeth	Macbeth	                        <l xml:id="sha-mac304049" n="49">              Thou canst not say I did it: never shake            </l>                        <l xml:id="sha-mac304050" n="50">              Thy gory locks at me.            </l>                    	
Macbeth	Act 3	3	Scene 4	15	362	Ross	Ross	                        <l xml:id="sha-mac304051" n="51">              Gentlemen, rise; his highness is not well.            </l>                    	
Macbeth	Act 3	3	Scene 4	15	363	MacbethLdy	Lady Macbeth	                        <l xml:id="sha-mac304052" n="52">              Sit, worthy friends: my lord is often thus,            </l>                        <l xml:id="sha-mac304053" n="53">              And hath been from his youth: pray you, keep seat;            </l>                        <l xml:id="sha-mac304054" n="54">              The fit is momentary; upon a thought            </l>                        <l xml:id="sha-mac304055" n="55">              He will again be well: if much you note him,            </l>                        <l xml:id="sha-mac304056" n="56">              You shall offend him and extend his passion:            </l>                        <l xml:id="sha-mac304057" n="57">              Feed, and regard him not. Are you a man?            </l>                    	
Macbeth	Act 3	3	Scene 4	15	364	Macbeth	Macbeth	                        <l xml:id="sha-mac304058" n="58">              Ay, and a bold one, that dare look on that            </l>                        <l xml:id="sha-mac304059I" n="59">              Which might appall the devil.            </l>                    	
Macbeth	Act 3	3	Scene 4	15	365	MacbethLdy	Lady Macbeth	                        <l xml:id="sha-mac304059F" n="59">              O proper stuff!            </l>                        <l xml:id="sha-mac304060" n="60">              This is the very painting of your fear:            </l>                        <l xml:id="sha-mac304061" n="61">              This is the air-drawn dagger which, you said,            </l>                        <l xml:id="sha-mac304062" n="62">              Led you to Duncan. O, these flaws and starts,            </l>                        <l xml:id="sha-mac304063" n="63">              Impostors to true fear, would well become            </l>                        <l xml:id="sha-mac304064" n="64">              A woman's story at a winter's fire,            </l>                        <l xml:id="sha-mac304065" n="65">              Authorized by her grandam. Shame itself!            </l>                        <l xml:id="sha-mac304066" n="66">              Why do you make such faces! When all's done,            </l>                        <l xml:id="sha-mac304067I" n="67">              You look but on a stool.            </l>                    	
Macbeth	Act 3	3	Scene 4	15	366	Macbeth	Macbeth	                        <l xml:id="sha-mac304067F" n="67">              Prithee, see there!            </l>                        <l xml:id="sha-mac304068" n="68">              Behold! look! lo! how say you?            </l>                        <l xml:id="sha-mac304069" n="69">              Why, what care I? If thou canst nod, speak too.            </l>                        <l xml:id="sha-mac304070" n="70">              If charnel-houses and our graves must send            </l>                        <l xml:id="sha-mac304071" n="71">              Those that we bury back, our monuments            </l>                        <l xml:id="sha-mac304072I" n="72">              Shall be the maws of kites.              <didascalie>Ghost vanishes.</didascalie></l>                    	
Macbeth	Act 3	3	Scene 4	15	367	MacbethLdy	Lady Macbeth	                        <l xml:id="sha-mac304072F" n="72">              What, quite unmanned in folly?            </l>                    	
Macbeth	Act 3	3	Scene 4	15	368	Macbeth	Macbeth	                        <l xml:id="sha-mac304073I" n="73">              If I stand here, I saw him.            </l>                    	
Macbeth	Act 3	3	Scene 4	15	369	MacbethLdy	Lady Macbeth	                        <l xml:id="sha-mac304073F" n="73">              Fie, for shame!            </l>                    	
Macbeth	Act 3	3	Scene 4	15	370	Macbeth	Macbeth	                        <l xml:id="sha-mac304074" n="74">              Blood hath been shed ere now, i' the olden time,            </l>                        <l xml:id="sha-mac304075" n="75">              Ere humane statute purged the gentle weal;            </l>                        <l xml:id="sha-mac304076" n="76">              Ay, and since too, murders have been performed            </l>                        <l xml:id="sha-mac304077" n="77">              Too terrible for the ear: the time has been,            </l>                        <l xml:id="sha-mac304078" n="78">              That, when the brains were out, the man would die,            </l>                        <l xml:id="sha-mac304079" n="79">              And there an end; but now they rise again,            </l>                        <l xml:id="sha-mac304080" n="80">              With twenty mortal murders on their crowns,            </l>                        <l xml:id="sha-mac304081" n="81">              And push us from our stools: this is more strange            </l>                        <l xml:id="sha-mac304082I" n="82">              Than such a murder is.            </l>                    	
Macbeth	Act 3	3	Scene 4	15	371	MacbethLdy	Lady Macbeth	                        <l xml:id="sha-mac304082F" n="82">              My worthy lord,            </l>                        <l xml:id="sha-mac304083I" n="83">              Your noble friends do lack you.            </l>                    	
Macbeth	Act 3	3	Scene 4	15	372	Macbeth	Macbeth	                        <l xml:id="sha-mac304083F" n="83">              I do forget.            </l>                        <l xml:id="sha-mac304084" n="84">              Do not muse at me, my most worthy friends;            </l>                        <l xml:id="sha-mac304085" n="85">              I have a strange infirmity, which is nothing            </l>                        <l xml:id="sha-mac304086" n="86">              To those that know me. Come, love and health to all;            </l>                        <l xml:id="sha-mac304087" n="87">              Then I'll sit down. Give me some wine; fill full.            </l>                        <l xml:id="sha-mac304088" n="88">              I drink to the general joy o' the whole table,            </l>                        <l xml:id="sha-mac304089" n="89">              And to our dear friend Banquo, whom we miss;            </l>                        <l xml:id="sha-mac304090" n="90">              Would he were here! to all, and him, we thirst,            </l>                        <l xml:id="sha-mac304091I" n="91">              And all to all.            </l>                    	
Macbeth	Act 3	3	Scene 4	15	373	mac-lords.	Lords	                        <l xml:id="sha-mac304091F" n="91">              Our duties, and the pledge.              <didascalie>Re-enter Ghost.</didascalie></l>                    	
Macbeth	Act 3	3	Scene 4	15	374	Macbeth	Macbeth	                        <l xml:id="sha-mac304092" n="92">              Avaunt! and quit my sight! let the earth hide thee!            </l>                        <l xml:id="sha-mac304093" n="93">              Thy bones are marrowless, thy blood is cold;            </l>                        <l xml:id="sha-mac304094" n="94">              Thou hast no speculation in those eyes            </l>                        <l xml:id="sha-mac304095I" n="95">              Which thou dost glare with!            </l>                    	
Macbeth	Act 3	3	Scene 4	15	375	MacbethLdy	Lady Macbeth	                        <l xml:id="sha-mac304095F" n="95">              Think of this, good peers,            </l>                        <l xml:id="sha-mac304096" n="96">              But as a thing of custom: 'tis no other;            </l>                        <l xml:id="sha-mac304097" n="97">              Only it spoils the pleasure of the time.            </l>                    	
Macbeth	Act 3	3	Scene 4	15	376	Macbeth	Macbeth	                        <l xml:id="sha-mac304098" n="98">              What man dare, I dare:            </l>                        <l xml:id="sha-mac304099" n="99">              Approach thou like the rugged Russian bear,            </l>                        <l xml:id="sha-mac304100" n="100">              The armed rhinoceros, or the Hyrcan tiger;            </l>                        <l xml:id="sha-mac304101" n="101">              Take any shape but that, and my firm nerves            </l>                        <l xml:id="sha-mac304102" n="102">              Shall never tremble: or be alive again,            </l>                        <l xml:id="sha-mac304103" n="103">              And dare me to the desert with thy sword;            </l>                        <l xml:id="sha-mac304104" n="104">              If trembling I inhabit then, protest me            </l>                        <l xml:id="sha-mac304105" n="105">              The baby of a girl. Hence, horrible shadow!            </l>                        <l xml:id="sha-mac304106" n="106">              Unreal mockery, hence!               <didascalie>Ghost vanishes.</didascalie></l>                        <l xml:id="sha-mac304107" n="107">              I am a man again. Pray you, sit still.            </l>                    	
Macbeth	Act 3	3	Scene 4	15	377	MacbethLdy	Lady Macbeth	                        <l xml:id="sha-mac304108" n="108">              You have displaced the mirth, broke the good meeting,            </l>                        <l xml:id="sha-mac304109I" n="109">              With most admired disorder.            </l>                    	
Macbeth	Act 3	3	Scene 4	15	378	Macbeth	Macbeth	                        <l xml:id="sha-mac304109F" n="109">              Can such things be,            </l>                        <l xml:id="sha-mac304110" n="110">              And overcome us like a summer's cloud,            </l>                        <l xml:id="sha-mac304111" n="111">              Without our special wonder? You make me strange            </l>                        <l xml:id="sha-mac304112" n="112">              Even to the disposition that I owe,            </l>                        <l xml:id="sha-mac304113" n="113">              When now I think you can behold such sights,            </l>                        <l xml:id="sha-mac304114" n="114">              And keep the natural ruby of your cheeks,            </l>                        <l xml:id="sha-mac304115I" n="115">              When mine is blanched with fear.            </l>                    	
Macbeth	Act 3	3	Scene 4	15	379	Ross	Ross	                        <l xml:id="sha-mac304115F" n="115">              What sights, my lord?            </l>                    	
Macbeth	Act 3	3	Scene 4	15	380	MacbethLdy	Lady Macbeth	                        <l xml:id="sha-mac304116" n="116">              I pray you, speak not; he grows worse and worse;            </l>                        <l xml:id="sha-mac304117" n="117">              Question enrages him. At once, good night:            </l>                        <l xml:id="sha-mac304118" n="118">              Stand not upon the order of your going,            </l>                        <l xml:id="sha-mac304119I" n="119">              But go at once.            </l>                    	
Macbeth	Act 3	3	Scene 4	15	381	Lennox	Lennox	                        <l xml:id="sha-mac304119F" n="119">              Good night; and better health            </l>                        <l xml:id="sha-mac304120I" n="120">              Attend his majesty!            </l>                    	
Macbeth	Act 3	3	Scene 4	15	382	MacbethLdy	Lady Macbeth	                        <l xml:id="sha-mac304120F" n="120">              A kind good night to all!              <didascalie>Exeunt all but Macbeth and Lady M.</didascalie></l>                    	
Macbeth	Act 3	3	Scene 4	15	383	Macbeth	Macbeth	                        <l xml:id="sha-mac304121" n="121">              It will have blood; they say, blood will have blood:            </l>                        <l xml:id="sha-mac304122" n="122">              Stones have been known to move and trees to speak;            </l>                        <l xml:id="sha-mac304123" n="123">              Augurs and understood relations have            </l>                        <l xml:id="sha-mac304124" n="124">              By maggotpies and choughs and rooks brought forth            </l>                        <l xml:id="sha-mac304125" n="125">              The secret'st man of blood. What is the night?            </l>                    	
Macbeth	Act 3	3	Scene 4	15	384	MacbethLdy	Lady Macbeth	                        <l xml:id="sha-mac304126" n="126">              Almost at odds with morning, which is which.            </l>                    	
Macbeth	Act 3	3	Scene 4	15	385	Macbeth	Macbeth	                        <l xml:id="sha-mac304127" n="127">              How say'st thou, that Macduff denies his person            </l>                        <l xml:id="sha-mac304128I" n="128">              At our great bidding?            </l>                    	
Macbeth	Act 3	3	Scene 4	15	386	MacbethLdy	Lady Macbeth	                        <l xml:id="sha-mac304128F" n="128">              Did you send to him, sir?            </l>                    	
Macbeth	Act 3	3	Scene 4	15	387	Macbeth	Macbeth	                        <l xml:id="sha-mac304129" n="129">              I hear it by the way; but I will send:            </l>                        <l xml:id="sha-mac304130" n="130">              There's not a one of them but in his house            </l>                        <l xml:id="sha-mac304131" n="131">              I keep a servant fee'd. I will to-morrow,            </l>                        <l xml:id="sha-mac304132" n="132">              And betimes I will, to the weird sisters:            </l>                        <l xml:id="sha-mac304133" n="133">              More shall they speak; for now I am bent to know,            </l>                        <l xml:id="sha-mac304134" n="134">              By the worst means, the worst. For mine own good,            </l>                        <l xml:id="sha-mac304135" n="135">              All causes shall give way: I am in blood            </l>                        <l xml:id="sha-mac304136" n="136">              Stepped in so far that, should I wade no more,            </l>                        <l xml:id="sha-mac304137" n="137">              Returning were as tedious as go o'er:            </l>                        <l xml:id="sha-mac304138" n="138">              Strange things I have in head, that will to hand;            </l>                        <l xml:id="sha-mac304139" n="139">              Which must be acted ere they may be scanned.            </l>                    	
Macbeth	Act 3	3	Scene 4	15	388	MacbethLdy	Lady Macbeth	                        <l xml:id="sha-mac304140" n="140">              You lack the season of all natures, sleep.            </l>                    	
Macbeth	Act 3	3	Scene 4	15	389	Macbeth	Macbeth	                        <l xml:id="sha-mac304141" n="141">              Come, we'll to sleep. My strange and self-abuse            </l>                        <l xml:id="sha-mac304142" n="142">              Is the initiate fear that wants hard use:            </l>                        <l xml:id="sha-mac304143" n="143">              We are yet but young in deed.              <didascalie>Exeunt.</didascalie></l>                    	
Macbeth	Act 3	3	__none__	__none__	390	__none__	__none__	__none__	A Heath. Thunder.
Macbeth	Act 3	3	__none__	__none__	391	__none__	__none__	__none__	Enter the three Witches, meeting HECATE.
Macbeth	Act 3	3	Scene 5	16	392	mac-first-witch.	First Witch	                        <l xml:id="sha-mac305001" n="1">              Why, how now, Hecate! you look angerly.            </l>                    	
Macbeth	Act 3	3	Scene 5	16	393	Hecate	Hecate	                        <l xml:id="sha-mac305002" n="2">              Have I not reason, beldams as you are,            </l>                        <l xml:id="sha-mac305003" n="3">              Saucy and overbold? How did you dare            </l>                        <l xml:id="sha-mac305004" n="4">              To trade and traffic with Macbeth            </l>                        <l xml:id="sha-mac305005" n="5">              In riddles and affairs of death;            </l>                        <l xml:id="sha-mac305006" n="6">              And I, the mistress of your charms,            </l>                        <l xml:id="sha-mac305007" n="7">              The close contriver of all harms,            </l>                        <l xml:id="sha-mac305008" n="8">              Was never called to bear my part,            </l>                        <l xml:id="sha-mac305009" n="9">              Or show the glory of our art?            </l>                        <l xml:id="sha-mac305010" n="10">              And, which is worse, all you have done            </l>                        <l xml:id="sha-mac305011" n="11">              Hath been but for a wayward son,            </l>                        <l xml:id="sha-mac305012" n="12">              Spiteful and wrathful, who, as others do,            </l>                        <l xml:id="sha-mac305013" n="13">              Loves for his own ends, not for you.            </l>                        <l xml:id="sha-mac305014" n="14">              But make amends now: get you gone,            </l>                        <l xml:id="sha-mac305015" n="15">              And at the pit of Acheron            </l>                        <l xml:id="sha-mac305016" n="16">              Meet me i' the morning: thither he            </l>                        <l xml:id="sha-mac305017" n="17">              Will come to know his destiny:            </l>                        <l xml:id="sha-mac305018" n="18">              Your vessels and your spells provide,            </l>                        <l xml:id="sha-mac305019" n="19">              Your charms and every thing beside.            </l>                        <l xml:id="sha-mac305020" n="20">              I am for the air; this night I'll spend            </l>                        <l xml:id="sha-mac305021" n="21">              Unto a dismal and a fatal end:            </l>                        <l xml:id="sha-mac305022" n="22">              Great business must be wrought ere noon:            </l>                        <l xml:id="sha-mac305023" n="23">              Upon the corner of the moon            </l>                        <l xml:id="sha-mac305024" n="24">              There hangs a vaporous drop profound;            </l>                        <l xml:id="sha-mac305025" n="25">              I'll catch it ere it come to ground:            </l>                        <l xml:id="sha-mac305026" n="26">              And that distilled by magic sleights            </l>                        <l xml:id="sha-mac305027" n="27">              Shall raise such artificial sprites            </l>                        <l xml:id="sha-mac305028" n="28">              As by the strength of their illusion            </l>                        <l xml:id="sha-mac305029" n="29">              Shall draw him on to his confusion:            </l>                        <l xml:id="sha-mac305030" n="30">              He shall spurn fate, scorn death, and bear            </l>                        <l xml:id="sha-mac305031" n="31">              His hopes 'bove wisdom, grace and fear:            </l>                        <l xml:id="sha-mac305032" n="32">              And you all know, security            </l>                        <l xml:id="sha-mac305033" n="33">              Is mortals' chiefest enemy.              <didascalie>Music and a song within: “Come away, come away,” etc.</didascalie></l>                        <l xml:id="sha-mac305034" n="34">              Hark! I am called; my little spirit, see,            </l>                        <l xml:id="sha-mac305035" n="35">              Sits in a foggy cloud, and stays for me.              <didascalie>Exit.</didascalie></l>                    	
Macbeth	Act 3	3	Scene 5	16	394	mac-first-witch.	First Witch	                        <l xml:id="sha-mac305036" n="36">              Come, let's make haste; she'll soon be back again.              <didascalie>Exeunt.</didascalie></l>                    	
Macbeth	Act 3	3	__none__	__none__	395	__none__	__none__	__none__	Forres. The palace.
Macbeth	Act 3	3	__none__	__none__	396	__none__	__none__	__none__	Enter LENNOX and another Lord.
Macbeth	Act 3	3	Scene 6	17	397	Lennox	Lennox	                        <l xml:id="sha-mac306001" n="1">              My former speeches have but hit your thoughts,            </l>                        <l xml:id="sha-mac306002" n="2">              Which can interpret further: only, I say,            </l>                        <l xml:id="sha-mac306003" n="3">              Things have been strangely borne. The gracious Duncan            </l>                        <l xml:id="sha-mac306004" n="4">              Was pitied of Macbeth: marry, he was dead:            </l>                        <l xml:id="sha-mac306005" n="5">              And the right valiant Banquo walked too late;            </l>                        <l xml:id="sha-mac306006" n="6">              Whom, you may say, if't please you, Fleance killed,            </l>                        <l xml:id="sha-mac306007" n="7">              For Fleance fled: men must not walk too late.            </l>                        <l xml:id="sha-mac306008" n="8">              Who cannot want the thought how monstrous            </l>                        <l xml:id="sha-mac306009" n="9">              It was for Malcolm and for Donalbain            </l>                        <l xml:id="sha-mac306010" n="10">              To kill their gracious father? damned fact!            </l>                        <l xml:id="sha-mac306011" n="11">              How it did grieve Macbeth! did he not straight            </l>                        <l xml:id="sha-mac306012" n="12">              In pious rage the two delinquents tear,            </l>                        <l xml:id="sha-mac306013" n="13">              That were the slaves of drink and thralls of sleep?            </l>                        <l xml:id="sha-mac306014" n="14">              Was not that nobly done? Ay, and wisely too;            </l>                        <l xml:id="sha-mac306015" n="15">              For 'twould have angered any heart alive            </l>                        <l xml:id="sha-mac306016" n="16">              To hear the men deny't. So that, I say,            </l>                        <l xml:id="sha-mac306017" n="17">              He has borne all things well: and I do think            </l>                        <l xml:id="sha-mac306018" n="18">              That had he Duncan's sons under his key —            </l>                        <l xml:id="sha-mac306019" n="19">              As, and't please heaven, he shall not — they should find            </l>                        <l xml:id="sha-mac306020" n="20">              What 'twere to kill a father; so should Fleance.            </l>                        <l xml:id="sha-mac306021" n="21">              But, peace! for from broad words and 'cause he failed            </l>                        <l xml:id="sha-mac306022" n="22">              His presence at the tyrant's feast, I hear            </l>                        <l xml:id="sha-mac306023" n="23">              Macduff lives in disgrace: sir, can you tell            </l>                        <l xml:id="sha-mac306024I" n="24">              Where he bestows himself?            </l>                    	
Macbeth	Act 3	3	Scene 6	17	398	mac-lord.	Lord	                        <l xml:id="sha-mac306024F" n="24">              The son of Duncan,            </l>                        <l xml:id="sha-mac306025" n="25">              From whom this tyrant holds the due of birth,            </l>                        <l xml:id="sha-mac306026" n="26">              Lives in the English court, and is received            </l>                        <l xml:id="sha-mac306027" n="27">              Of the most pious Edward with such grace            </l>                        <l xml:id="sha-mac306028" n="28">              That the malevolence of fortune nothing            </l>                        <l xml:id="sha-mac306029" n="29">              Takes from his high respect: thither Macduff            </l>                        <l xml:id="sha-mac306030" n="30">              Is gone to pray the holy king, upon his aid            </l>                        <l xml:id="sha-mac306031" n="31">              To wake Northumberland and warlike Siward:            </l>                        <l xml:id="sha-mac306032" n="32">              That by the help of these — with Him above            </l>                        <l xml:id="sha-mac306033" n="33">              To ratify the work — we may again            </l>                        <l xml:id="sha-mac306034" n="34">              Give to our tables meat, sleep to our nights,            </l>                        <l xml:id="sha-mac306035" n="35">              Free from our feasts and banquets bloody knives,            </l>                        <l xml:id="sha-mac306036" n="36">              Do faithful homage and receive free honours:            </l>                        <l xml:id="sha-mac306037" n="37">              All which we pine for now: and this report            </l>                        <l xml:id="sha-mac306038" n="38">              Hath so exasperate the king that he            </l>                        <l xml:id="sha-mac306039I" n="39">              Prepares for some attempt of war.            </l>                    	
Macbeth	Act 3	3	Scene 6	17	399	Lennox	Lennox	                        <l xml:id="sha-mac306039F" n="39">              Sent he to Macduff?            </l>                    	
Macbeth	Act 3	3	Scene 6	17	400	mac-lord.	Lord	                        <l xml:id="sha-mac306040" n="40">              He did: and with an absolute “Sir, not I,”            </l>                        <l xml:id="sha-mac306041" n="41">              The cloudy messenger turns me his back,            </l>                        <l xml:id="sha-mac306042" n="42">              And hums, as who should say “You'll rue the time            </l>                        <l xml:id="sha-mac306043I" n="43">              That clogs me with this answer.”            </l>                    	
Macbeth	Act 3	3	Scene 6	17	401	Lennox	Lennox	                        <l xml:id="sha-mac306043F" n="43">              And that well might            </l>                        <l xml:id="sha-mac306044" n="44">              Advise him to a caution, to hold what distance            </l>                        <l xml:id="sha-mac306045" n="45">              His wisdom can provide. Some holy angel            </l>                        <l xml:id="sha-mac306046" n="46">              Fly to the court of England and unfold            </l>                        <l xml:id="sha-mac306047" n="47">              His message ere he come, that a swift blessing            </l>                        <l xml:id="sha-mac306048" n="48">              May soon return to this our suffering country            </l>                        <l xml:id="sha-mac306049I" n="49">              Under a hand accursed!            </l>                    	
Macbeth	Act 3	3	Scene 6	17	402	mac-lord.	Lord	                        <l xml:id="sha-mac306049F" n="49">              I'll send my prayers with him.              <didascalie>Exeunt.</didascalie></l>                    	
Macbeth	Act 4	4	__none__	__none__	403	__none__	__none__	__none__	A cavern. In the middle, a boiling cauldron. Thunder.
Macbeth	Act 4	4	__none__	__none__	404	__none__	__none__	__none__	Enter the three Witches.
Macbeth	Act 4	4	Scene 1	18	405	mac-first-witch.	First Witch	                        <l xml:id="sha-mac401001" n="1">              Thrice the brinded cat hath mewed.            </l>                    	
Macbeth	Act 4	4	Scene 1	18	406	mac-sec.-witch.	Second Witch	                        <l xml:id="sha-mac401002" n="2">              Thrice and once the hedgepig whined.            </l>                    	
Macbeth	Act 4	4	Scene 1	18	407	mac-third-witch.	Third Witch	                        <l xml:id="sha-mac401003" n="3">              Harpier cries 'Tis time, 'tis time.            </l>                    	
Macbeth	Act 4	4	Scene 1	18	408	mac-first-witch.	First Witch	                        <l xml:id="sha-mac401004" n="4">              Round about the cauldron go;            </l>                        <l xml:id="sha-mac401005" n="5">              In the poisoned entrails throw.            </l>                        <l xml:id="sha-mac401006" n="6">              Toad, that under cold stone            </l>                        <l xml:id="sha-mac401007" n="7">              Days and nights has thirty-one            </l>                        <l xml:id="sha-mac401008" n="8">              Sweltered venom sleeping got,            </l>                        <l xml:id="sha-mac401009" n="9">              Boil thou first i' the charmed pot.            </l>                    	
Macbeth	Act 4	4	Scene 1	18	409	mac-all	All	                        <l xml:id="sha-mac401010" n="10">              Double, double toil and trouble;            </l>                        <l xml:id="sha-mac401011" n="11">              Fire burn, and cauldron bubble.            </l>                    	
Macbeth	Act 4	4	Scene 1	18	410	mac-sec.-witch.	Second Witch	                        <l xml:id="sha-mac401012" n="12">              Fillet of a fenny snake,            </l>                        <l xml:id="sha-mac401013" n="13">              In the cauldron boil and bake;            </l>                        <l xml:id="sha-mac401014" n="14">              Eye of newt and toe of frog,            </l>                        <l xml:id="sha-mac401015" n="15">              Wool of bat and tongue of dog,            </l>                        <l xml:id="sha-mac401016" n="16">              Adder's fork and blind-worm's sting,            </l>                        <l xml:id="sha-mac401017" n="17">              Lizard's leg and howlet's wing,            </l>                        <l xml:id="sha-mac401018" n="18">              For a charm of powerful trouble,            </l>                        <l xml:id="sha-mac401019" n="19">              Like a hell-broth boil and bubble.            </l>                    	
Macbeth	Act 4	4	Scene 1	18	411	mac-all	All	                        <l xml:id="sha-mac401020" n="20">              Double, double toil and trouble;            </l>                        <l xml:id="sha-mac401021" n="21">              Fire burn, and cauldron bubble.            </l>                    	
Macbeth	Act 4	4	Scene 1	18	412	mac-third-witch.	Third Witch	                        <l xml:id="sha-mac401022" n="22">              Scale of dragon, tooth of wolf,            </l>                        <l xml:id="sha-mac401023" n="23">              Witches' mummy, maw and gulf            </l>                        <l xml:id="sha-mac401024" n="24">              Of the ravined salt-sea shark,            </l>                        <l xml:id="sha-mac401025" n="25">              Root of hemlock digged i' the dark,            </l>                        <l xml:id="sha-mac401026" n="26">              Liver of blaspheming Jew,            </l>                        <l xml:id="sha-mac401027" n="27">              Gall of goat, and slips of yew            </l>                        <l xml:id="sha-mac401028" n="28">              Slivered in the moon's eclipse,            </l>                        <l xml:id="sha-mac401029" n="29">              Nose of Turk and Tartar's lips,            </l>                        <l xml:id="sha-mac401030" n="30">              Finger of birth-strangled babe            </l>                        <l xml:id="sha-mac401031" n="31">              Ditch-delivered by a drab,            </l>                        <l xml:id="sha-mac401032" n="32">              Make the gruel thick and slab:            </l>                        <l xml:id="sha-mac401033" n="33">              Add thereto a tiger's chaudron,            </l>                        <l xml:id="sha-mac401034" n="34">              For the ingredience of our cauldron.            </l>                    	
Macbeth	Act 4	4	Scene 1	18	413	mac-all	All	                        <l xml:id="sha-mac401035" n="35">              Double, double toil and trouble;            </l>                        <l xml:id="sha-mac401036" n="36">              Fire burn, and cauldron bubble.            </l>                    	
Macbeth	Act 4	4	Scene 1	18	414	mac-sec.-witch.	Second Witch	                        <l xml:id="sha-mac401037" n="37">              Cool it with a baboon's blood,            </l>                        <l xml:id="sha-mac401038" n="38">              Then the charm is firm and good.              <didascalie>Enter HECATE to the other three Witches.</didascalie></l>                    	
Macbeth	Act 4	4	Scene 1	18	415	Hecate	Hecate	                        <l xml:id="sha-mac401039" n="39">              O, well done! I commend your pains;            </l>                        <l xml:id="sha-mac401040" n="40">              And every one shall share i' the gains:            </l>                        <l xml:id="sha-mac401041" n="41">              And now about the cauldron sing,            </l>                        <l xml:id="sha-mac401042" n="42">              Like elves and fairies in a ring,            </l>                        <l xml:id="sha-mac401043" n="43">              Enchanting all that you put in.              <didascalie>Music and a song: “Black spirits,” c.</didascalie><didascalie>Hecate retires.</didascalie></l>                    	
Macbeth	Act 4	4	Scene 1	18	416	mac-sec.-witch.	Second Witch	                        <l xml:id="sha-mac401044" n="44">              By the pricking of my thumbs,            </l>                        <l xml:id="sha-mac401045" n="45">              Something wicked this way comes.            </l>                        <l xml:id="sha-mac401046" n="46">              Open, locks,            </l>                        <l xml:id="sha-mac401047" n="47">              Whoever knocks!              <didascalie>Enter MACBETH.</didascalie></l>                    	
Macbeth	Act 4	4	Scene 1	18	417	Macbeth	Macbeth	                        <l xml:id="sha-mac401048" n="48">              How now, you secret, black, and midnight hags!            </l>                        <l xml:id="sha-mac401049I" n="49">              What is't you do?            </l>                    	
Macbeth	Act 4	4	Scene 1	18	418	mac-all	All	                        <l xml:id="sha-mac401049F" n="49">              A deed without a name.            </l>                    	
Macbeth	Act 4	4	Scene 1	18	419	Macbeth	Macbeth	                        <l xml:id="sha-mac401050" n="50">              I conjure you, by that which you profess,            </l>                        <l xml:id="sha-mac401051" n="51">              How e'er you come to know it, answer me:            </l>                        <l xml:id="sha-mac401052" n="52">              Though you untie the winds and let them fight            </l>                        <l xml:id="sha-mac401053" n="53">              Against the churches; though the yesty waves            </l>                        <l xml:id="sha-mac401054" n="54">              Confound and swallow navigation up;            </l>                        <l xml:id="sha-mac401055" n="55">              Though bladed corn be lodged and trees blown down;            </l>                        <l xml:id="sha-mac401056" n="56">              Though castles topple on their warders' heads;            </l>                        <l xml:id="sha-mac401057" n="57">              Though palaces and pyramids do slope            </l>                        <l xml:id="sha-mac401058" n="58">              Their heads to their foundations; though the treasure            </l>                        <l xml:id="sha-mac401059" n="59">              Of nature's germens tumble all together,            </l>                        <l xml:id="sha-mac401060" n="60">              Even till destruction sicken; answer me            </l>                        <l xml:id="sha-mac401061I" n="61">              To what I ask you.            </l>                    	
Macbeth	Act 4	4	Scene 1	18	420	mac-first-witch.	First Witch	                        <l xml:id="sha-mac401061M1" n="61">              Speak.            </l>                    	
Macbeth	Act 4	4	Scene 1	18	421	mac-sec.-witch.	Second Witch	                        <l xml:id="sha-mac401061M2" n="61">              Demand.            </l>                    	
Macbeth	Act 4	4	Scene 1	18	422	mac-third-witch.	Third Witch	                        <l xml:id="sha-mac401061F" n="61">              We'll answer.            </l>                    	
Macbeth	Act 4	4	Scene 1	18	423	mac-first-witch.	First Witch	                        <l xml:id="sha-mac401062" n="62">              Say, if th' hadst rather hear it from our mouths,            </l>                        <l xml:id="sha-mac401063I" n="63">              Or from our masters?            </l>                    	
Macbeth	Act 4	4	Scene 1	18	424	Macbeth	Macbeth	                        <l xml:id="sha-mac401063F" n="63">              Call'em; let me see 'em.            </l>                    	
Macbeth	Act 4	4	Scene 1	18	425	mac-first-witch.	First Witch	                        <l xml:id="sha-mac401064" n="64">              Pour in sow's blood, that hath eaten            </l>                        <l xml:id="sha-mac401065" n="65">              Her nine farrow; grease that's sweaten            </l>                        <l xml:id="sha-mac401066" n="66">              From the murderer's gibbet throw,            </l>                        <l xml:id="sha-mac401067I" n="67">              Into the flame.            </l>                    	
